vm,hour,n,mean,std,aic_lognorm,aic_norm,aic_gamma,aic_weibull_min,ksp_lognorm,ksp_norm,ksp_gamma,ksp_weibull_min,best_aic
1203,10,358,0.9131213293224467,0.113408816365196,-548.6152325949357,-538.5974100352121,-546.408773019224,-508.9208189036756,7.776021346378882e-18,2.1441389490269538e-17,1.0270492043785831e-17,3.1507673085227704e-14,lognorm
1203,11,358,0.9144852354349563,0.11056515127010408,-540.0971781026817,-556.7796447285507,-548.4900982633435,-548.8914833586495,4.216989237611228e-15,7.074429083642756e-16,1.839049165200969e-15,2.338477546875651e-14,norm
1203,12,353,0.907707181078286,0.11593634008102666,-488.9058058520876,-515.4575013887038,-501.8957788707547,-502.7054769372557,1.1414475575431981e-15,1.5693158645549205e-17,1.9054054439555117e-16,7.117318744269641e-16,norm
1203,13,359,0.9069637883008357,0.12288862428270952,-315.98980368094163,-482.47249527046824,-392.0829466869535,-495.61096995172227,1.733152495663985e-16,1.8774137157084243e-12,6.901031919844452e-13,7.841077710811559e-13,weibull_min
1203,14,358,0.9058792231976589,0.12242154095888572,-448.2872106585726,-483.84402451732586,-464.7522922021535,-475.55555891081565,8.220771121441801e-13,2.744778333587607e-15,8.92597234947576e-14,2.9034998314806184e-14,norm
1203,15,360,0.9172598697598698,0.10966289062219332,-575.4235857021256,-565.8121157284197,-573.2759362467602,-535.3056148657549,1.634453927336432e-17,8.833876956309933e-17,2.7342902357908752e-17,2.850909826331166e-13,lognorm
1203,16,360,0.9106878306878309,0.11105965046658126,-568.1874178715925,-556.6994939965705,-565.3704079809818,-527.2686824594778,6.365820464933228e-19,2.17520760186298e-18,9.12988899929697e-19,2.615225367424754e-15,lognorm
1203,17,360,0.9110317460317462,0.10614642477287446,-600.4270505731141,-589.2780121459205,-597.7026564272386,-555.723452441669,8.519353024852307e-19,4.6946450036438626e-18,1.4350011015350393e-18,1.1165974996112768e-14,lognorm
1203,18,360,0.9138888888888889,0.11311389431197108,-556.2770899771037,-543.5034946911849,-553.1142767197294,-510.25293550377455,7.179845195164805e-20,3.3671935155480183e-19,1.1357506951738398e-19,1.4695430714233497e-15,lognorm
1203,19,360,0.9062962962962964,0.11335451266640487,-537.0062349104294,-541.9735216349509,-541.5265901364505,-514.103010310532,3.695720530101508e-20,6.811896103404639e-21,1.588384812366636e-20,7.415283578429379e-18,norm
1203,20,360,0.9077717652717654,0.11151247339056272,-561.6542045965135,-553.7698103555608,-560.3864180421608,-524.5734523678854,2.8093890141755383e-18,4.212175024058731e-18,2.932320230443555e-18,3.519955317035564e-15,lognorm
1203,21,356,0.9031433921883361,0.11222955086863082,-556.698281717978,-543.0085323761534,-553.200240056773,-512.0548269039064,8.999737291640065e-24,1.7551070473310092e-23,1.0481916050971962e-23,1.7909785108133493e-20,lognorm
1203,22,358,0.9083798882681565,0.10893329500778823,-580.1622665434483,-567.4260126724022,-576.8888513492034,-534.784040922701,5.95997126350646e-21,2.5650537420653625e-20,9.227683953491631e-21,8.816342764278201e-17,lognorm
1203,23,360,0.9038624338624339,0.11094180853061013,-549.0282075041293,-557.4638691700613,-554.7575619090369,-531.730752019515,3.6303544326022944e-18,4.683539822518783e-19,1.3974138641405746e-18,2.6253904343775233e-16,norm
1044,0,135,0.35294532627865954,0.09080891545165942,-185.96200725049346,-260.61600484311344,-213.5881787826085,-285.88699454098077,7.367578450201597e-25,7.24201252643124e-26,1.886693669149627e-25,9.693163918824975e-29,weibull_min
1044,1,163,0.8691206543967281,1.0540379608600423,226.35891664870428,483.730841566918,283.41964507407204,283.8927641844707,8.050784068464732e-22,6.356648399834769e-30,7.620536327870595e-27,5.519261677269127e-23,lognorm
1044,2,139,0.3424460431654675,0.09602871900859344,-184.2103628267451,-252.91910507294864,-210.2127958565992,-270.66037106654403,1.5217570195825672e-22,6.3067150465102555e-24,3.145011177470356e-23,1.6840899470362563e-26,weibull_min
1044,3,131,0.35623409669211187,0.09052518236565456,-166.2735801201988,-253.5954330056761,-198.60144091756942,-280.76964994424884,5.238796755708742e-26,2.7343820784862865e-27,9.215218713926852e-27,5.76176911819959e-31,weibull_min
1044,4,132,0.36255411255411246,0.0832266328388059,-184.9710228728641,-277.7538265355591,-219.17678003589745,-315.00432882412986,8.928678654227848e-26,3.731046807323566e-27,1.4551834628405853e-26,3.497266911469444e-31,weibull_min
1044,5,127,0.3694038245219347,0.08010768121462027,-167.20586908925017,-276.78303025074916,-207.23600901793623,-321.8048869117075,1.8214657113912406e-28,8.918939498979865e-30,2.5689698123114e-29,7.639286257012105e-35,weibull_min
1044,6,137,0.4022592978797358,0.4047719560762958,-96.62266755536463,144.9749430239484,-49.26523191545358,-3.5662778201122,1.541479149436427e-16,1.3598808366494375e-29,3.484421221221506e-21,1.1282852640478146e-20,lognorm
1044,7,134,0.3512437810945273,0.0925640575487183,-170.5769604148732,-253.5254416081516,-201.7123094897779,-276.21158389844084,2.521341166893987e-24,8.166913301126488e-26,3.9643607869604024e-25,4.4278938242724057e-29,weibull_min
1044,8,138,0.34734299516908207,0.0981152165561155,-168.440078059072,-245.13810087493565,-197.90481398441165,-260.23731034353136,1.9150371448575082e-23,2.1416557748254142e-24,4.337914173567576e-24,1.974240964802197e-26,weibull_min
1044,9,130,0.3579761904761904,0.08679325100303345,-186.10648165161706,-262.5748489444007,-214.12375115655033,-292.6513013935109,3.43710844854393e-24,4.0077652906284015e-25,9.39547927416509e-25,4.107483205666023e-28,weibull_min
1044,10,143,0.36513486513486504,0.2147271151481849,-156.13795933044855,-30.162344123245404,-147.2757521784685,-90.19001898732951,1.1948822253413684e-20,5.01322203028077e-19,6.7184637168749576e-18,1.3196738109117657e-15,lognorm
1044,11,123,0.37824235385210997,0.06592161881639612,-227.34574379042567,-315.88617458479195,-258.53820365313396,-390.88424274562755,2.930649105492205e-30,6.8941625340758296e-31,1.0085172399637172e-30,5.033116365371442e-36,weibull_min
1044,12,138,0.34347826086956523,0.09826257960976192,-162.88141509820073,-244.72387674945105,-194.4886644064989,-259.74103232228634,1.5790399616152687e-22,3.040942721749958e-24,1.988119432531013e-23,5.3451740609017924e-27,weibull_min
1044,13,139,0.34724220623501195,0.09511651154554483,-175.44088998333862,-255.57253879165376,-205.81244901900504,-275.43292847554096,5.006065384268749e-24,1.608284997533999e-25,7.983568755566652e-25,1.6164026860617994e-28,weibull_min
1044,14,134,0.35621890547263674,0.0899988861592916,-172.17677779739546,-261.0572130104832,-205.11580775633712,-289.10934672895985,2.4172274880589918e-26,1.0532103921610531e-27,3.97435600344904e-27,1.8807782407728408e-31,weibull_min
