vm,n_bins,alpha,beta,r2_mu,gamma,delta,r2_sigma,lam_min,lam_max
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/1203.csv,24,-0.21351771663997826,-0.10193395618209111,0.00039791632520114195,,,,0.0,0.002048417132216015
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/1044.csv,24,0.00221697972400669,-1.093256327573545,0.7541778448831139,-0.6975274451508103,0.7900957223017534,0.7035622489094799,2.317221625492303,211.26012269938647
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/380.csv,24,0.11012089579391758,0.20291380766708417,0.7774202408887079,-0.10472878338538227,0.2980130531088203,0.0034136543226012117,2.566049631120054,3.885205026455026
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/324.csv,24,0.11472132539889086,1.3029610017405666,0.0324262092869565,-0.012339907080395649,0.4743911850812279,0.012040803044436554,0.021296296296296296,0.8100278551532032
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/285.csv,24,-0.00022980088506982342,0.16022385132217146,0.018292046336148227,0.6231512048643032,1.9692123508930857,0.0799617513507398,3.5228195937873354,627.1763313609467
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/1187.csv,24,,,,,,,0.0,0.0
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/879.csv,24,0.006932075938285284,1.2345595848764943,0.6306172667704727,-0.32976257800080355,0.5321951583418975,0.8568963192151431,0.5811911394084096,22.943294866693194
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/1159.csv,24,-20.291102266388826,-1.1073226350412784,0.08131690392550517,,,,0.0,0.001877934272300469
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/962.csv,24,0.045269071761985816,-1.5377315397533566,0.05442114347217841,-0.09841559272860767,0.6908196197190117,0.3523047534637658,0.15081481481481482,3.7367601246105924
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/651.csv,24,0.09809774765552091,0.1355760182922626,0.40755863140881365,-1.4601909967671842,2.76880035420706,0.2809290071042799,5.4411522633744855,19.364066193853425
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/1057.csv,24,0.0006089850667076182,-0.09751465318445121,0.42553753387817805,-0.04584274359268379,0.21730767073236304,0.5967434005471769,0.2159420289855072,51.08001390337158
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/1053.csv,24,0.0037497125669713883,-0.10879418908944967,0.8285376221863675,-0.26203822102968644,0.24565517864202052,0.7385234942203334,4.753112529928172,24.54111111111111
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/276.csv,24,-0.00026263798822096174,0.7294656863905462,0.026997422249256164,0.30461037578160377,2.1549084591116157,0.024993108060878066,9.145323741007195,584.4774328984855
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/301.csv,24,0.05769334046490028,-0.1597218095552776,0.23621593665546348,-0.029260846716870667,0.5460460169340987,0.11200169243051472,0.13888888888888884,1.887083333333333
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/804.csv,24,0.04627726921046077,0.9002906222088874,0.1555978377477666,0.06307810819790216,0.883913699447348,0.3469581798697077,0.0798611111111111,11.681597222222221
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/983.csv,24,0.0012179257303631416,3.4808656560603914,0.02979580995826192,-0.804292233333342,0.4806458978925541,0.2937492346128977,23.18,127.05296296296298
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/1047.csv,24,0.004031415338264438,-1.1285082229215626,0.23412433177371994,-0.020893716590060372,0.4131784859832259,0.0017770714235284535,4.483703703703704,21.664463397299222
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/24.csv,24,0.0010095654878948224,-1.2575358526345821,0.024377095653913217,-0.06423601537957813,0.8410919884401855,0.2710677395854213,0.2356892230576441,48.151364175563465
