trace,base,rho_cpu_net,r2_mu,r2_sigma,alpha,gamma
rnd,19.csv,0.46182319091397017,0.0375151205395563,0.758221593367084,-0.0013352831235748,-1.1274254134279484
rnd,26.csv,0.6993280427662989,0.2810060576624577,0.2984065414765909,0.000499397271776,-0.9685182030416372
rnd,435.csv,0.017295235059355114,0.2990382250981122,0.0570964126985011,0.0117872141935335,-0.0003445507602656
rnd,333.csv,0.9217139125019179,0.3647772006301248,0.0187130768986601,0.0009762487449179,-3.551076550662031
rnd,383.csv,0.6397440000175669,0.4516615132084417,0.5518466666973336,0.0081826090957908,-0.2274135464514674
rnd,493.csv,0.657896261419935,0.3496155836827516,0.4589343754575097,0.0021530300078692,-0.0782561449905314
rnd,50.csv,0.49143125173573626,0.2976493078659087,0.2307032755392065,0.001426656240309,-0.169542266248694
rnd,276.csv,0.09087157281828837,0.0846232455392114,3.3128506988888695e-05,0.6098199467498299,3.4801868283695283e-05
rnd,27.csv,0.4269208222102758,0.4899338328735699,0.306115881095393,0.0003968892400992,-0.2333926328758089
rnd,207.csv,0.767438873738044,0.9740594804181334,0.5873589303720886,0.0008254414200853,-2.217386573468328
rnd,187.csv,0.6101639006112503,0.0289293217050287,0.0377021301634764,0.0054854145987728,-0.0224791028196286
rnd,389.csv,0.05345947020171955,0.0006228326269309,0.0050753766466071,0.0013704501055982,-0.0010080140117111
rnd,132.csv,0.21305270015232483,0.2346575707923238,0.0354906827623496,0.0233430751759192,-0.1612368766585067
rnd,160.csv,0.4714769708841396,0.1414346079764139,0.0738290827819219,0.020996622104315,0.2741988187659684
rnd,500.csv,0.9579900254663276,0.986449677626247,0.0354068582848111,0.0021459751565637,-1.5930509351315982
rnd,413.csv,0.38936321458932843,0.23154567408406,0.433129890731309,0.0023741648487283,-0.5544657262634121
rnd,25.csv,-0.0830355127657229,0.406058141245978,0.1001459451555039,0.0727881953705313,-0.2004958824478923
rnd,220.csv,0.3229245540293865,0.0035170734485807,0.0480029310985484,-0.0009180598150793,-0.1208067391367038
rnd,10.csv,0.7180811029350017,0.0109819351048013,0.1432637231278136,-0.0264571927524213,-0.0749613586227662
rnd,339.csv,0.12362389996671959,0.2988429327443803,0.5342952396941718,0.1432016835855394,-0.0037940200240469
rnd,374.csv,0.6676925271724967,0.6847321531435878,0.2495827098037225,0.060546349812665,-0.3318021792079992
rnd,23.csv,0.39434822214516213,0.8673744384902146,0.0776447340916711,0.0478299857005488,-0.1351512951451806
rnd,80.csv,0.6150063574437085,0.3105232602585795,0.0418321815783875,0.002534581548315,-1.757686379580594
rnd,155.csv,0.6507069732075358,0.0288243550233624,0.0071286538858467,0.0090408713946644,-0.0611436559620325
rnd,243.csv,0.32998359420183193,0.3064266201975667,0.031945575943478,0.0367997257936082,0.0907885896646655
rnd,225.csv,0.17343687042437422,0.0316988120681941,0.027974238929562,0.1705872881277941,-2.219674140202844
rnd,447.csv,-0.00845339488769944,0.0192107108052541,0.0646164696824918,0.5340592781204662,0.0004266915213731
rnd,258.csv,0.5652406953456645,0.0423183797225826,0.0797883094078403,0.0371192233668565,-0.0424632504642885
