trace,vm,n_bins,gamma,r2_sigma,rho_cpu_net,rho_lam_sigma,rho_lam_sb,rho_lam_sw,med_frac_between,frac_between_hi,frac_between_lo,bimodal_share,bimodal_hi,bimodal_lo,rho_lam_frac90,max_frac90,max_p95,rho_lam_skew,med_skew_hi,mean_io,mean_net,mean_sigma
rnd,293.csv,24,-6.88620544393499,0.9006355868451903,,0.8391304347826085,0.5843478260869565,0.8243478260869566,0.3448386604343545,0.3142285428145636,0.36930438065154503,0.6666666666666666,0.625,0.625,0.2861649160331189,0.00558659217877095,26.300833333333323,0.7826086956521738,2.6834253291496095,10.086648697555043,57.92369421277524,0.20480182793009302
rnd,383.csv,24,-0.2274135464514674,0.5518466666973336,0.6397440000175669,0.6930434782608694,0.6008695652173912,0.5565217391304348,0.895326316909663,0.8923005206663331,0.915780885388846,0.8333333333333334,0.625,1.0,,0.0,62.72999999999999,-0.1973913043478261,-0.11677727255487344,6369.991261859187,9.20277676137133,0.31342112030570746
rnd,432.csv,24,-0.8658307636881013,0.7393823749065804,,0.23043478260869563,0.13999999999999999,0.3556521739130434,0.2782256294582276,0.23524347683378016,0.25970795244631967,0.9583333333333334,1.0,1.0,,0.0,4.5,0.08695652173913042,-1.7902362607226574,1.1735241384745152,18.103622978911762,0.38562587611129717
rnd,207.csv,24,-2.217386573468328,0.5873589303720886,0.767438873738044,0.9817391304347826,0.9530434782608694,0.3834782608695652,0.8777245518278087,0.7735391307755504,0.9246206932418504,0.9583333333333334,1.0,1.0,,0.0,23.693333333333303,-0.5191304347826087,1.494186686527367,4.865622438317246,400.37741704997364,0.9174873409203845
rnd,327.csv,24,-0.128423364304021,0.5099332438175651,,0.9078260869565216,0.9443478260869566,0.8286956521739129,0.5039906887401802,0.548573292717965,0.4684383740629513,0.7916666666666666,0.75,0.875,,0.0,5.889999999999998,-0.05565217391304347,0.41410488641763155,7.573354853027638,5.581065723993217,0.7864150390024086
rnd,210.csv,24,-1.0345105602036224,0.6110401647714891,0.7266746050252854,0.5530434782608695,0.49652173913043474,0.4591304347826086,0.8273534431144278,0.7980614408868247,0.8467770151290404,0.9166666666666666,1.0,0.875,-0.17680902493892653,0.035398230088495575,42.66666666666667,0.19304347826086957,0.36301142781066387,23.524152005082133,208.20867149796663,1.1880865829196137
rnd,295.csv,24,-25.44041979522948,0.9075048805104716,,0.2452173913043478,0.11826086956521738,0.19478260869565217,0.22291525941210602,0.1785935580801458,0.2238683439448918,0.7916666666666666,0.625,1.0,,0.0,4.206666666666669,0.4234782608695652,1.7638808551325447,4.138677338314225,41.531084476964,0.1264056059988189
rnd,121.csv,24,-1.0230424529727762,0.7388292595136108,,0.643478260869565,0.44,0.7791304347826087,0.7228515947925335,0.42496363243366414,0.9097059186841241,0.5,0.0,0.875,,0.0,3.2841666666666667,0.7504347826086956,5.683806305626883,11.98740766194222,4.200248691683542,0.1329111242449168
rnd,304.csv,24,-4.310326620497026,0.93231909271902,,0.9382608695652173,0.9313043478260868,0.9104347826086956,0.1525320952391545,0.24270359874518888,0.12713122603131435,0.9166666666666666,0.75,1.0,0.34641016151377546,0.2,94.50833333333334,0.5304347826086956,2.8147116997916477,122.50387333197551,29.566490649510328,0.12070946918796119
rnd,218.csv,24,-1.7182585820495817,0.5001055584617297,,0.7408695652173911,0.8956521739130434,0.6017391304347826,0.043017494711732274,0.19744720214970993,0.02171701189381999,1.0,1.0,1.0,,0.0,59.080000000000005,0.6130434782608695,0.7224272929835551,22.782406198121677,28.779532431907494,0.41675748482571995
rnd,209.csv,24,-1.152507397886736,0.5842478666052113,,0.7130434782608696,0.6278260869565216,0.33391304347826084,0.8221364629008298,0.7936667045394352,0.8435158632104749,0.9583333333333334,1.0,1.0,-0.19487210167202357,0.03592814371257485,35.4,0.03913043478260869,0.35897116112862004,21.970000779862346,210.55486792760507,1.1963009176364379
rnd,261.csv,24,-0.0318332148823264,0.6695796838401298,,-0.19913043478260867,-0.2826086956521739,-0.10956521739130433,0.8039014085459262,0.8008552223402579,0.8021173269441153,0.875,1.0,0.875,,0.0,1.9004166666666666,-0.1060869565217391,-0.6296761925347779,57.31581210990828,0.927172430990999,0.1395360616379398
rnd,113.csv,24,-0.9264569145670803,0.9321131084761842,0.7786261469951095,0.9617391304347825,0.6078260869565217,0.9347826086956521,0.34280847242395873,0.1685573531584409,0.4261648299608749,0.25,0.0,0.75,,0.0,1.55,-0.13304347826086957,5.087236720935848,10.289247965704659,4.750715927105271,0.22462785248689643
rnd,206.csv,24,-0.0485981838444997,0.5222122837662087,,0.6626086956521738,-0.17913043478260868,0.6791304347826086,0.7158262564994906,0.5583587666324921,0.7674021168889242,1.0,1.0,1.0,,0.0,2.85,0.7869565217391304,-0.3306072816573575,14.510626941219988,1.8235608480548278,0.6311161292030081
rnd,112.csv,24,-0.7936818185881785,0.8006872913651134,0.6148746253945354,0.8017391304347825,0.07304347826086956,0.9539130434782607,0.5227890881891808,0.32054912253733614,0.7138881145181701,0.0,0.0,0.0,,0.0,2.4175,0.4539130434782608,3.6201272850621775,10.448958948915415,4.327634995406799,0.2918646558467535
rnd,103.csv,24,-0.6933864841807899,0.9334694741042155,0.4875800582238304,0.9678260869565216,0.7547826086956521,0.9226086956521738,0.3799388852074911,0.23864978098117154,0.4430700290694598,0.0,0.0,0.0,,0.0,2.436666666666668,0.13130434782608694,4.223911381680059,10.32663921287864,4.712301989960739,0.1744200857815133
rnd,486.csv,24,-0.2750125927651388,0.7141641871646003,,0.82,0.8034782608695652,-0.047826086956521734,0.8700971704296177,0.8769636509276426,0.851673195535628,1.0,1.0,1.0,,0.0,25.105,-0.3782608695652173,0.4227511792762537,5.940534916160064,0.21406506271016398,1.9453916696366753
rnd,222.csv,24,-7.135295507772636,0.5425871658079983,,0.09826086956521737,-0.37217391304347824,0.33304347826086955,0.5141697537900012,0.4563028401114589,0.5396425191419882,0.8333333333333334,1.0,0.625,,0.0,4.501666666666667,0.6226086956521739,1.137516187512618,183.61949150499822,0.2668864052187367,0.3266543951637352
rnd,269.csv,24,-0.1578976958923152,0.8901708930878783,,0.9052173913043478,0.497391304347826,0.9347826086956521,0.9152381526658919,0.6753920611845521,0.943773547569007,0.0,0.0,0.0,,0.0,6.996666666666663,0.2052173913043478,0.49051069395395086,14.920437623065213,4.615597643914046,0.2458897854028819
rnd,329.csv,24,-0.1284787933269489,0.6495546663098567,0.6142786014496824,0.9226086956521738,0.8608695652173911,0.8756521739130434,0.5536909571083428,0.5589956403126398,0.6341608759691033,0.5416666666666666,0.25,0.75,,0.0,3.8799999999999955,0.48956521739130426,0.5189252298634258,8.66739409530589,3.1562852452202215,0.6380581484803454
rnd,360.csv,24,-17.48974382455564,0.8140958682285317,,0.49478260869565216,0.7539130434782607,0.041739130434782605,0.2967333221504854,0.3811560441139876,0.20399446630786355,0.9166666666666666,0.75,1.0,,0.0,7.8,0.7504347826086956,0.24102175086339772,0.08913058744773535,411.20073271429715,0.3331263046702188
rnd,105.csv,24,-0.3910250501392796,0.7049184051171369,,0.8565217391304346,-0.2295652173913043,0.9304347826086956,0.7258334253083811,0.4542335046572613,0.8657720725950291,0.25,0.125,0.625,,0.0,2.390833333333333,0.8443478260869565,2.423914317481284,10.413354084066555,4.7728218071809385,0.28353436685367983
rnd,83.csv,24,-0.0803264828081345,0.6140430081441841,,0.84,0.7495652173913043,0.8521739130434782,0.5504216852145787,0.4385606926719143,0.6109761539641372,0.16666666666666666,0.375,0.0,,0.0,16.010000000000012,0.7695652173913042,1.3882483884835488,180.68230708675108,10.795220554997789,0.3536565300111514
