hour,n,lam,io,sigma,sig_between,sig_within,frac_between,bimodal,gmm_sep,skew,frac90,p95,trace,vm
0,360,0.09259259259259257,0.21186507936507928,0.11596660164091248,0.02320717024817236,0.1136207725075588,0.04004778636277093,True,0.18992232185416996,0.14944747040529296,0.0,1.0666666666666669,fastStorage,1115.csv
1,360,0.09703703703703705,0.2085978835978836,0.1268922078816599,0.02857804660986172,0.12363222748558304,0.050721860161587785,False,0.42623812178823256,-0.7109941354646382,0.0,1.0666666666666669,fastStorage,1115.csv
2,360,0.09149470899470899,0.21416666666666664,0.11788526927755205,0.017422854640255357,0.11659065506645672,0.021843365202875723,True,0.19066242099822167,0.11977803246638928,0.0,1.0666666666666669,fastStorage,1115.csv
3,360,0.09722222222222222,0.21369047619047615,0.11894006203444454,0.015393275554469356,0.1179397533678178,0.016749651143624762,True,0.20371204312058727,0.24617514576801963,0.0,1.0666666666666669,fastStorage,1115.csv
4,354,0.7101694915254237,0.21374764595103576,0.12188669385850481,0.023728370756568792,0.11955471785335653,0.03789860679688413,False,0.19128778325916493,-0.6871606992328126,0.0,1.0666666666666669,fastStorage,1115.csv
5,360,0.11969576719576719,0.21309523809523812,0.12070080694441106,0.013786784958558928,0.11991083919954208,0.013046849605275962,True,0.20051096936680957,0.12064247361036486,0.0,1.0666666666666669,fastStorage,1115.csv
6,360,0.13055555555555554,0.21563492063492065,0.11912986505143967,0.01579514363917329,0.1180781020536497,0.017579473329140356,True,0.1973144225096057,0.18807706140878425,0.0,1.0666666666666669,fastStorage,1115.csv
7,360,3.479814814814814,0.2763095238095238,0.18085992840979215,0.06523680847022828,0.16868453552419646,0.130107012052575,True,0.22252797870751553,3.492861669315205,0.0,1.0666666666666669,fastStorage,1115.csv
8,360,3.5285846560846563,0.2136243386243386,0.20337693226898332,0.11015272336930637,0.1709636046457482,0.29335067612939547,True,0.2359252087390763,2.821099481900694,0.0,1.070000000000001,fastStorage,1115.csv
9,356,2.722097378277153,0.21459336543606203,0.20446581527708113,0.07368449854417998,0.1907271986141835,0.12987060016255697,False,0.25898445983930474,-1.0104704890334724,0.0,1.0833333333333335,fastStorage,1115.csv
10,358,5.541842142959461,0.21403912660895896,0.18953735173204056,0.07159633761563909,0.17549464989458416,0.14268949407744727,True,0.23079452357008193,3.668217192811536,0.0,1.0666666666666669,fastStorage,1115.csv
11,358,48.90446927374302,0.21187815908486296,0.29503682244239077,0.12276117212255488,0.26828421723239565,0.17312891558451504,False,0.950655699524597,5.045491500319445,0.0,1.1433333333333318,fastStorage,1115.csv
12,353,2.8117091595845136,0.21313907999460405,0.1568891536824263,0.05360660444435566,0.14744673106967943,0.11674835160790115,True,0.20644712384636757,1.3797822538885567,0.0,1.0666666666666669,fastStorage,1115.csv
13,358,0.5238361266294227,0.2124501197126895,0.15386929296546317,0.04046870962436493,0.14845215680154453,0.06917271107066017,False,0.2228592421140409,-0.6284158920883142,0.0,1.0666666666666669,fastStorage,1115.csv
14,357,0.5017740429505135,0.21345871682006132,0.14981622975450654,0.07114539613711594,0.13184549786150426,0.225515229878491,False,0.17466698359226693,-1.6729275218170736,0.0,1.0666666666666669,fastStorage,1115.csv
15,360,0.07013668430335097,0.2119257902591236,0.11902922478175249,0.019237442571125966,0.11746436547084221,0.02612085945771152,True,0.19120577899964347,0.1550752298622831,0.0,1.0666666666666669,fastStorage,1115.csv
16,360,0.6798148148148149,0.21015873015873016,0.12095133604863871,0.019436107122457438,0.11937949334737138,0.02582243708793778,True,0.2041420029255978,0.22569041258104072,0.0,1.0666666666666669,fastStorage,1115.csv
17,360,62.4312962962963,0.21039682539682536,0.23507654655552607,0.08351323137969824,0.21974194621189966,0.12620947854354775,False,2.687166755183177,8.17845632912753,0.0,1.0666666666666669,fastStorage,1115.csv
18,360,7.018425925925927,0.21010582010582005,0.16016537603731207,0.0710951533547367,0.14352152051396347,0.1970346992226156,False,0.49073890998811365,1.4769214916363604,0.0,1.1366666666666674,fastStorage,1115.csv
19,360,4.740925925925926,0.21499999999999997,0.14692009714201792,0.0725740358058336,0.12774397939266474,0.24400579216002335,True,0.219475396963184,0.8673685136908096,0.0,1.070000000000001,fastStorage,1115.csv
20,360,0.26845238095238094,0.22487654320987652,0.11706851217509542,0.014038954530265844,0.11622368217617096,0.01438100830202559,True,0.19906877966069,0.1956209681550147,0.0,1.0666666666666669,fastStorage,1115.csv
21,357,0.7705082032813125,0.21069761237828463,0.13906367752977267,0.04341454703639304,0.13211314663472903,0.09746375246615666,False,0.2758861391843476,-2.015323395694186,0.0,1.0666666666666669,fastStorage,1115.csv
22,358,0.1212290502793296,0.21372705506783718,0.12375899367057094,0.018766273229926873,0.12232790157364813,0.022993364914108246,False,0.19866425657975817,-0.6813625084286568,0.0,1.0666666666666669,fastStorage,1115.csv
23,360,0.13888888888888887,0.21199735449735446,0.11387105469368995,0.02451800010627949,0.11120020129407053,0.046359996960820944,True,0.18714656890607362,0.2508145949315172,0.0,1.0666666666666669,fastStorage,1115.csv
0,359,1.0968032895609496,12.663304151744263,0.6294437744254241,0.5438741646686038,0.31686015554018876,0.7465913838938014,True,0.3484072406859142,-0.9907943244561191,0.0,3.0133333333333288,fastStorage,583.csv
1,354,1.97909604519774,27.131073446327683,0.6628212973105126,0.5184439751598277,0.412974474742528,0.611801806439713,True,1.119515392657313,-0.6078420679866838,0.0,3.1333333333333333,fastStorage,583.csv
2,350,0.28304761904761894,13.522666666666668,0.6201100253340599,0.5229561622742459,0.3332465991712458,0.7112021559187267,True,0.9249840063967301,-0.7722248250654905,0.0,3.066666666666667,fastStorage,583.csv
3,351,0.135042735042735,12.685470085470087,0.5929675990169087,0.5008495432045318,0.31742764302386994,0.7134320860794321,True,0.2786041036549596,-0.7438815388061404,0.0,3.0,fastStorage,583.csv
4,350,0.14850340136054418,12.894312925170068,0.5240599414745087,0.45645063402723374,0.25747163135848955,0.7586224685595894,False,1.2508874465469089,-0.3422684327075073,0.0,2.903333333333334,fastStorage,583.csv
5,360,0.13129629629629627,12.739953703703703,0.5341844100034842,0.4545186005490999,0.28065249980297385,0.7239705554443797,True,1.0044221344022382,-0.48720132832493773,0.0,2.673333333333335,fastStorage,583.csv
6,359,16.10891364902507,21.228249767873724,0.7191987319750855,0.5154088206330072,0.5015980100521368,0.5135773563621308,True,0.18335025455578782,-0.51294021836728,0.0,3.48666666666666,fastStorage,583.csv
7,358,41.77658951848896,43.03350625166268,0.6935321561779086,0.5058031551924681,0.4744997574816272,0.5318998449199661,True,1.3569444804663942,0.3850642641713645,0.0,4.163333333333329,fastStorage,583.csv
8,356,86.08132691278757,73.62482611021937,0.7942160484509517,0.5568573921994338,0.5662940723421803,0.49159862732335025,True,1.4341655904819863,0.6394297740350817,0.0,7.15,fastStorage,583.csv
9,359,58.36594044302958,78.38656320466906,0.7904183140706526,0.5037966898863674,0.6090566529296205,0.40625304645726984,True,0.31818255976869436,0.1793598952774492,0.0,7.133333333333334,fastStorage,583.csv
10,357,45.485674269707886,60.602814459116985,0.8538542699953792,0.6528488853824621,0.5503230389909355,0.5845986723761544,True,0.23719655971513554,0.1372703369427425,0.0,7.266666666666667,fastStorage,583.csv
11,358,70.89285202693024,94.00478134528413,0.8431023432887425,0.5920154117216004,0.6002826946889879,0.4930664273817763,True,0.32714332872983776,0.2806005172725642,0.0,7.496666666666662,fastStorage,583.csv
12,352,86.64204545454545,79.93927556818183,0.8452269107354176,0.6181498053866087,0.5764541167619808,0.5348608891355544,True,1.7119845844400725,0.021731467313105036,0.0,7.563333333333333,fastStorage,583.csv
13,355,58.00413145539906,68.64150234741784,0.728932115433685,0.4906318053060319,0.5390941110165932,0.4530407068896588,True,1.1487460207885987,0.5230467220407817,0.0,5.6400000000000015,fastStorage,583.csv
14,357,105.18487394957984,103.26853408029879,0.7864056618953804,0.543695980142769,0.568180029777275,0.4779901870254075,True,1.5977321168306458,0.9317311225535563,0.0,7.813333333333333,fastStorage,583.csv
15,356,58.32158239700374,55.38764713750669,0.7603648445097073,0.533653471889277,0.5416351804552507,0.49257755692782823,True,1.6971428461015776,0.7217817193052372,0.0,5.583333333333334,fastStorage,583.csv
16,355,21.14985915492958,24.249101274312544,0.7296404615423847,0.5847690273210487,0.43637184579871674,0.6423192014017709,True,1.388795630326664,-0.4501574720986132,0.0,3.4,fastStorage,583.csv
17,353,0.16284230406043435,12.738526912181305,0.5812911492626414,0.490162401276193,0.3124743518854607,0.7110376031290856,True,0.8096597520282798,-1.2090047149286807,0.0,3.0,fastStorage,583.csv
18,353,0.1297450424929178,12.64324834749764,0.5997688077497478,0.48422006292605235,0.3539117876101951,0.6518051813031289,True,1.1841528362670997,-1.4597586204244721,0.0,2.666666666666667,fastStorage,583.csv
19,356,0.13576779026217226,12.765355805243447,0.5949260965929057,0.502495558435421,0.3184890487284386,0.7134087228864211,True,1.073868793113439,-1.1690157994033226,0.0,2.4499999999999997,fastStorage,583.csv
20,356,2.5544542536115573,13.348097649853269,0.5210854342688271,0.43725035552374647,0.28344691990122156,0.7041131824035943,True,0.1431225037803331,-0.6008289822540153,0.0,3.0,fastStorage,583.csv
21,353,0.13352219074598676,12.819074598677998,0.4986871871217045,0.4052760415886583,0.29058602979769343,0.6604583593611832,True,0.39762308401728863,-1.559980100944506,0.0,1.4933333333333318,fastStorage,583.csv
22,356,0.14555912252541464,12.663202247191013,0.5957415221415063,0.5049893207295784,0.31605972086388645,0.7185361894564943,True,0.3472682730707487,-1.4254493742578294,0.0,2.7499999999999996,fastStorage,583.csv
23,355,0.15812206572769952,12.70600526234329,0.5415257018805945,0.43866812483586237,0.3175222229234652,0.6561966494360796,True,0.9993903304706075,-1.1040524566131327,0.0,2.326666666666669,fastStorage,583.csv
0,85,0.1687955182072829,0.5592156862745099,0.3069132716229481,0.26609009411498313,0.15294383973269712,0.7516680259129388,True,0.7237902240186012,0.7248806314740466,0.0,0.2,fastStorage,336.csv
1,92,5.291304347826086,31.078260869565216,0.7570139557739731,0.1314739975456641,0.7455097029589364,0.03016282152703515,True,1.0290730525442078,2.183847685840628,0.0,0.6666666666666667,fastStorage,336.csv
2,84,0.7174603174603176,2.834126984126984,0.36332644550215104,0.2963154790197301,0.21024567271298455,0.6651424374708518,True,0.24606227087651344,2.015401010665485,0.0,0.2,fastStorage,336.csv
3,84,0.1793650793650793,0.5404761904761903,0.28768481809159996,0.23427560054481145,0.16696555797458631,0.6631629159124012,True,0.5332764416193756,0.7504542020513925,0.0,0.2,fastStorage,336.csv
4,84,0.19761904761904758,0.5619047619047619,0.2786071971676491,0.2212852622314472,0.16927729627086124,0.630841591407691,False,0.5212462159764137,0.9979343879382371,0.0,0.2,fastStorage,336.csv
5,85,0.20801120448179267,0.5728851540616247,0.2884567737614771,0.22279649294308088,0.18321853907599983,0.5965614928729116,True,0.6902767626129953,0.9317140410156598,0.0,0.2,fastStorage,336.csv
6,84,0.19540816326530608,0.446938775510204,0.27732081907417366,0.22725895434023216,0.15893459146502634,0.6715479994928445,True,0.6739812741275284,0.9837807599628746,0.0,0.2,fastStorage,336.csv
7,84,0.23730158730158726,1.223015873015873,0.26682671200797864,0.178662037386585,0.19818266987267902,0.44833841811200664,True,0.6333555900222825,0.9220702822112581,0.0,0.2,fastStorage,336.csv
8,90,0.33851851851851844,2.2392592592592595,0.2839550830135772,0.13485079239157693,0.24989148236907016,0.2255317609504451,True,0.6926827892747178,0.7707895546802082,0.0,0.2,fastStorage,336.csv
9,91,0.3545787545787545,1.4930402930402928,0.2829960155193171,0.16983817784138538,0.22636638033799866,0.3601720450067618,False,0.7592069945408,0.6923208944089734,0.0,0.2,fastStorage,336.csv
10,85,0.2101960784313725,0.6133333333333333,0.28719836253985387,0.2258424989961172,0.1774205881310345,0.6183685914977677,True,0.6631935763257994,0.6400808829210739,0.0,0.2,fastStorage,336.csv
11,85,0.2627450980392157,0.996078431372549,0.2893796826768471,0.21909026680528898,0.18905040528213643,0.5732051666827573,True,0.5390186620731634,0.7733474300358194,0.0,0.2,fastStorage,336.csv
12,84,0.21258503401360537,0.542403628117914,0.28771640736280774,0.2230605498100133,0.1817270540789557,0.6010578578004968,True,0.6713537811680987,0.8988838487570165,0.0,0.2,fastStorage,336.csv
13,82,0.2822880371660859,1.090534262485482,0.32129721297086766,0.2250028934485584,0.229359100544591,0.49041335594729557,True,0.6265535605808912,1.5163482456663253,0.0,0.2,fastStorage,336.csv
14,81,0.19999999999999998,6.648559670781893,0.5601544824589476,0.36531130075791446,0.4246418464511147,0.42531488577571586,False,1.7246401705072318,4.828666998418335,0.0,0.2,fastStorage,336.csv
15,84,11.814285714285722,91.40238095238094,0.8399578671477972,0.640006189296502,0.543986485352023,0.5805683330312225,False,3.7783818070815136,4.864538244752371,0.0,0.2,fastStorage,336.csv
16,81,0.32427983539094646,12.105349794238684,0.44010080295998405,0.3280799513403947,0.2933466589114438,0.5557187649786607,False,0.5502211507818637,1.697178229589196,0.0,0.2,fastStorage,336.csv
17,79,0.8497890295358654,12.77637130801688,0.5105575087242673,0.4841898709309928,0.16195412499395814,0.8993775951496515,True,0.3997114323153581,4.810237894918451,0.0,0.2,fastStorage,336.csv
18,78,0.21282051282051276,0.4247863247863249,0.3150864272787127,0.2486382836518328,0.1935418832137744,0.6226967610428766,True,0.6875467716612913,0.7284821604955459,0.0,0.2,fastStorage,336.csv
19,78,0.19487179487179482,0.4324786324786326,0.3272480532413083,0.2654703802839287,0.19135507712661398,0.658078952020983,True,0.6645740555731736,0.44500461310743067,0.0,0.2,fastStorage,336.csv
20,78,0.1905982905982905,0.605982905982906,0.3338201577908986,0.2751328900110124,0.18904441430978225,0.6792973242545859,True,0.6583876906809367,0.34545934743726964,0.0,0.2,fastStorage,336.csv
21,79,0.1984930681133212,0.7122965641952985,0.28423102918237886,0.19391148527542637,0.20781148627627005,0.4654404143305749,True,0.48503740116981775,0.8444470412862651,0.0,0.2,fastStorage,336.csv
22,85,0.192156862745098,0.5764705882352941,0.24222270988695224,0.17956463608341242,0.1625680862076265,0.5495559348497729,False,0.6539534500070301,0.9027332909626905,0.0,0.19333333333333325,fastStorage,336.csv
23,83,0.2016064257028112,0.6281124497991968,0.3056113671941542,0.24939415496965014,0.17663766083498242,0.6659375959358516,True,0.7065050517123557,0.7675826478618893,0.0,0.2,fastStorage,336.csv
0,359,3.0480965645311056,9.85348189415042,0.07261894062889526,0.0627524184685011,0.036546470615055796,0.7467257333086273,True,0.14155260966543715,0.5065511369834935,0.0,1.7349999999999994,fastStorage,414.csv
1,360,3.346851851851852,11.005171957671958,0.07275042346324505,0.061454942553770424,0.0389347421950403,0.7135798580970384,True,0.14376222776308556,0.5130777555556514,0.0,1.75,fastStorage,414.csv
2,360,3.80973544973545,12.42112433862434,0.14530396315316432,0.06584572712460356,0.1295283055067439,0.20535263322077246,False,0.8547003897705249,4.349288025445344,0.0,1.85,fastStorage,414.csv
3,360,2.8050661375661377,9.104007936507937,0.06444234299352311,0.05513998064392913,0.03335263265593886,0.7321339977182185,True,0.13113451666398346,0.7992571359024778,0.0,1.7175,fastStorage,414.csv
4,355,2.6347551978537895,8.807122736418512,0.06756407143642894,0.0578491123446238,0.03490535703879799,0.7330975597776798,True,0.14449556222056936,0.8336156853295329,0.0,1.7333333333333334,fastStorage,414.csv
5,360,2.661309523809524,8.804537037037038,0.06598820101419194,0.056640060436975476,0.03385773511009218,0.7367409992857124,True,0.1421694224057194,0.7391740286826882,0.0,1.7333333333333334,fastStorage,414.csv
6,360,2.874563492063492,9.3096164021164,0.06915014721186408,0.058812474464520564,0.036370808442796394,0.7233569964608347,True,0.1385655386046057,0.6980791437217289,0.0,1.75,fastStorage,414.csv
7,360,4.037791005291005,10.197566137566138,0.15747519052026315,0.08727726811762965,0.13107674888902524,0.30716943777888656,False,1.5055836177656547,7.469570906020865,0.0,1.75,fastStorage,414.csv
8,360,3.8349867724867726,10.309021164021164,0.1327751195574955,0.07008448359534239,0.11277143934827386,0.27861875870484304,False,1.481456804309187,7.6586096368391825,0.0,1.75,fastStorage,414.csv
9,359,4.692956625547155,10.553720652606446,0.18583428323043322,0.09072817938450531,0.16218131300905758,0.23835963865787435,False,1.3141010498738734,6.547609847498209,0.0,1.75,fastStorage,414.csv
10,358,4.734035238504512,11.239779401231917,0.15752234057214706,0.08637739941859603,0.13172787347030165,0.30068788935481766,False,1.1677357425277726,6.306550249588553,0.0,1.7833333333333334,fastStorage,414.csv
11,358,4.772579143389199,11.133240223463687,0.20137288842455084,0.0789635830102198,0.18524522328695744,0.15376294694835738,False,1.4529009015174852,6.216034582844944,0.0,1.7833333333333334,fastStorage,414.csv
12,354,4.468388485337638,11.068186709712133,0.1553916335809584,0.07849243535614281,0.13411001968093425,0.2551528028214498,False,1.4978191396894927,7.565907040034713,0.0,1.7833333333333334,fastStorage,414.csv
13,360,4.213941798941799,11.162857142857142,0.13241628888143422,0.08423415836302452,0.10216985918559521,0.4046631497460902,False,1.2074274448047588,6.3805921693686445,0.0,1.8,fastStorage,414.csv
14,358,5.965309922851821,11.097871774408086,0.25656308436266223,0.12861185360659605,0.22199911569544162,0.2512891047229455,False,1.3984515046403119,4.978439750946759,0.0,1.840892857142857,fastStorage,414.csv
15,359,5.488964053588009,11.670179510987312,0.2097265330110686,0.0989409193989155,0.18492137009372436,0.22255898304509683,False,1.5342567449520657,6.353272513747032,0.0,1.8,fastStorage,414.csv
16,360,5.944113756613756,11.590542328042329,0.22640595505748115,0.10639264694181631,0.199850597102446,0.220824642601538,False,1.158963436606229,5.377497015978254,0.0,1.8508333333333336,fastStorage,414.csv
17,360,3.594285714285714,10.770502645502646,0.0722009737791753,0.0633212283907064,0.03469009440392397,0.7691526712436517,True,0.1337190929498822,0.6232795835189047,0.0,1.7666666666666666,fastStorage,414.csv
18,360,3.577050264550264,10.730701058201058,0.07065874813646686,0.06141327623027328,0.034943786155435516,0.7554272648840042,True,0.12896200493238996,0.620145567297097,0.0,1.7508333333333335,fastStorage,414.csv
19,360,3.3290680615680617,10.280189995189996,0.07317272280793756,0.06158158857491557,0.039521580329195984,0.7082773346495523,True,0.13282129982673985,0.9096930145670737,0.0,1.7666666666666666,fastStorage,414.csv
20,360,3.296835016835017,10.174169472502806,0.07195828604965068,0.06262521591454488,0.0354411803254348,0.7574201443708102,True,0.14617565521020082,1.193188718079335,0.0,1.7508333333333335,fastStorage,414.csv
21,357,3.4605042016806724,10.656769374416434,0.07348460643015144,0.06438476393152938,0.03542018570921795,0.7676680579268885,True,0.13359625852674817,1.1869252051203891,0.0,1.75,fastStorage,414.csv
22,358,3.1089385474860336,9.90782122905028,0.08310082398244067,0.07563130500491157,0.03443330727383917,0.8283092822558258,True,0.14841382108879547,1.1487751982946115,0.0,1.7524999999999995,fastStorage,414.csv
23,360,2.976111111111111,9.474166666666665,0.07642992664199771,0.06648893481080083,0.03769290694847281,0.7567838669647036,True,0.1465119648153968,0.8488968402311138,0.0,1.7341666666666669,fastStorage,414.csv
0,360,86.27165343915344,63.71006613756613,1.0646488726725984,1.0179051754661983,0.3120036471616372,0.9141171309439586,True,2.2290718331416137,0.9466792739987414,0.008333333333333333,50.513333333333335,fastStorage,675.csv
1,360,81.80666666666667,77.02794973544974,0.9805612101674235,0.9661213907838102,0.1676596109829619,0.9707647043496718,True,2.1308841629505304,1.0194639423225593,0.0,50.58333333333334,fastStorage,675.csv
2,360,70.58027777777778,60.51699735449735,0.9861574170387967,0.9609826458410906,0.2214019095962996,0.9495953929011177,True,2.2341157055188,1.1048109536945332,0.0,49.745,fastStorage,675.csv
3,360,35.742208994708996,47.224034391534396,0.7944839248250558,0.6556438439574593,0.44870464304051033,0.6810292215577926,True,2.296766204242754,1.7067733221213162,0.0,37.03333333333333,fastStorage,675.csv
4,355,4.1380952380952385,29.85806841046277,0.3885174687288556,0.31491609747244464,0.2275382936127523,0.657004918339868,True,0.6087470917218045,0.27463382355518284,0.0,7.696666666666667,fastStorage,675.csv
5,360,3.643690476190476,39.4230291005291,0.41669968785131684,0.3388360702277021,0.24254638189021202,0.6612001176407106,True,0.5904782467615725,0.3386163924240722,0.0,7.966666666666666,fastStorage,675.csv
6,359,3.177967900252023,36.497068576734314,0.4331804431369408,0.3674131617646618,0.22946212079210562,0.7194021597554293,True,0.6255897348480532,0.4822060254768078,0.0,8.669999999999998,fastStorage,675.csv
7,360,5.304391534391534,45.185327080327085,0.4135240912876752,0.332537391025035,0.24580695198785685,0.6466649738677867,True,0.5993800634371882,0.27891368767516345,0.0,7.7700000000000005,fastStorage,675.csv
8,360,6.2283465608465605,50.70712962962963,0.47405171319852407,0.3836094631537717,0.2785117709636897,0.6548279126959886,True,0.6390636508249203,0.323969781585334,0.0,9.14666666666667,fastStorage,675.csv
9,359,26.875248706725028,135.91058495821727,0.7285142827621298,0.6532423703177258,0.32250188497139004,0.8040305501730475,False,1.4388467593044831,1.6357412125446016,0.0,14.191666666666618,fastStorage,675.csv
10,357,31.534106976123788,46.31760704281713,0.7135808097762728,0.649925220258068,0.2946095384631377,0.8295459662174847,True,1.186247569525384,1.6679218030777028,0.0,17.833333333333332,fastStorage,675.csv
11,358,43.635155626496406,152.48729715349825,0.8025364285165565,0.6990550836746834,0.3941912087866638,0.7587405357294476,True,1.7855874940897116,1.5585155380432412,0.0,24.287499999999827,fastStorage,675.csv
12,355,45.762320590207906,153.85867203219314,0.8305389708364377,0.7187448415233728,0.4161740439546788,0.7489096914857037,True,1.5573110544196072,1.1708013067592284,0.0,37.46666666666667,fastStorage,675.csv
13,358,47.93745677041767,45.074009044958764,0.8504549835803074,0.7498927057619198,0.40116656009897844,0.7774914066516756,True,2.0633045493988638,1.65781515477872,0.0,47.87666666666666,fastStorage,675.csv
14,357,44.98871548619447,47.08249966653328,0.8788462358897314,0.7424620576515167,0.47023483418971124,0.7137115669055569,True,2.0591940867047365,1.5975960961780942,0.0056022408963585435,46.40666666666666,fastStorage,675.csv
15,355,44.10438631790744,50.53849429912811,0.8165408373787675,0.7026245086421947,0.4160020900939481,0.7404415299423457,False,2.507214975525387,1.7818293640053922,0.005633802816901409,40.91500000000008,fastStorage,675.csv
16,360,18.90161375661376,34.2205291005291,0.5340444506759927,0.4186956954833489,0.33150775237019364,0.6146702288014632,True,0.6887986388288027,1.2051730882474432,0.0,9.11666666666667,fastStorage,675.csv
17,360,35.767552910052906,38.40571428571428,0.5872613547405682,0.49975689402507495,0.3084135951058861,0.724193699864494,True,0.7147349380254623,1.7293222717918573,0.0,8.743333333333336,fastStorage,675.csv
18,359,3.505478180129991,28.801299907149488,0.4569956052970925,0.38092256914688793,0.25247372056392386,0.6947832857647688,True,0.6692766313540366,0.22936867991085386,0.0,8.806666666666665,fastStorage,675.csv
19,360,4.709259259259259,28.231296296296296,0.4467605940618556,0.3703134802891655,0.24992589846318036,0.6870515502249197,True,0.6272818123323353,0.4172998927075457,0.0,8.97,fastStorage,675.csv
20,360,11.861666666666668,35.40148148148148,0.47184297839993733,0.40378959007513876,0.24411014565616712,0.7323441952647198,True,0.7182972083704764,0.24173259472158795,0.0,9.7,fastStorage,675.csv
21,357,11.026143790849673,29.821101774042955,0.5319810026984557,0.4395568044747964,0.2996558073389535,0.6827123631446952,True,0.6691772753988134,1.185737486372497,0.0,9.726666666666663,fastStorage,675.csv
22,359,13.221249502586549,31.874797718530306,0.5786415487088631,0.5083021924602,0.2765048336509605,0.7716577760789509,True,0.6844139678324304,1.8780159223076052,0.0,9.303333333333333,fastStorage,675.csv
23,360,54.551230158730164,43.35228835978836,0.8402036654541001,0.6530088851543185,0.528698019054374,0.6040446433535746,True,1.8277023627299005,1.316341890698871,0.005555555555555556,37.63666666666668,fastStorage,675.csv
0,113,47.282595870206485,6.063421828908554,0.532132994186088,0.5213191544175972,0.10673266950082552,0.9597695983680934,False,1.1129258212623812,-0.1701110634742593,0.0,2.1333333333333333,fastStorage,1003.csv
1,111,51.5063063063063,6.499699699699699,0.5071203028506595,0.49998967727331795,0.08474269398283256,0.9720756845063687,False,1.0989450562286147,0.04427568838019294,0.0,2.0666666666666664,fastStorage,1003.csv
2,112,48.24345238095238,6.132738095238096,0.5570147013920596,0.548305676635931,0.09811351861848126,0.9689741001358624,False,1.1173978668258464,-0.6002213713117384,0.0,2.1333333333333333,fastStorage,1003.csv
3,111,53.05645645645645,9.389189189189189,0.5137424317166889,0.5020567846411651,0.10895077393920398,0.9550251456912263,True,0.6076737942934348,0.3452330623477833,0.0,2.2666666666666666,fastStorage,1003.csv
4,110,55.47878787878788,6.055757575757575,0.516310758398001,0.48786581599419965,0.16900812057955306,0.892849847010195,True,1.1440915096463113,0.2112341886965195,0.0,2.303333333333333,fastStorage,1003.csv
5,111,57.82102102102102,6.451051051051052,0.5284537459699239,0.5126481582653305,0.1282779305134346,0.9410763110463727,True,1.1370496369063805,-0.13848551066297243,0.0,2.2,fastStorage,1003.csv
6,113,57.05722713864306,8.31740412979351,0.5552289899156669,0.5008452001242376,0.23965249165256808,0.8136970936259568,True,1.1446946484572207,-0.18989075196015004,0.0,2.2666666666666666,fastStorage,1003.csv
7,110,60.77939393939394,5.324242424242425,0.5238278108555073,0.46612505585388336,0.2390042002369149,0.7918224168072983,False,1.1700530913685183,0.24632241507662464,0.0,2.466666666666667,fastStorage,1003.csv
8,110,180.7430303030303,49.57636363636363,0.8641152781454513,0.7380247302700049,0.4494604670427389,0.729454926632578,True,2.0670038211806054,1.6552729499139314,0.0,6.39333333333333,fastStorage,1003.csv
9,111,308.9975975975976,74.0174174174174,0.881888508274934,0.7546951794142087,0.45624831747234273,0.7323451083494659,True,1.6596730935279675,1.418969918735695,0.0,4.733333333333333,fastStorage,1003.csv
10,116,2032.2563218390803,371.9460815047022,1.4495861571981037,1.3757341766340234,0.45678824676371776,0.9007017086153909,True,3.7888143929881295,1.6426661974565835,0.0,47.95,fastStorage,1003.csv
11,117,2438.9253561253563,403.645584045584,1.556945419999957,1.4946234582398015,0.4360960432498092,0.9215455619505053,True,4.177438468047887,1.67743912477003,0.008547008547008548,59.066666666666656,fastStorage,1003.csv
12,118,1987.4632768361587,41.08568738229754,1.3714972953394187,1.3415122399252164,0.28521876034750926,0.9567519764393231,True,4.019813796917789,1.6761683444834905,0.0,41.173333333333325,fastStorage,1003.csv
13,117,1085.6011396011395,27.46438746438747,1.275937991703401,1.1833589638110655,0.4771575436269554,0.8601493624824976,False,3.8344317878758414,1.411411117209312,0.0,36.42666666666666,fastStorage,1003.csv
14,109,65.09648318042814,15.709785932721712,0.7258359761460303,0.5247249939072836,0.5014992971449332,0.5226205971615762,True,0.5255795669017537,1.3257356297312728,0.0,2.613333333333333,fastStorage,1003.csv
15,114,63.23684210526316,9.478947368421055,0.617109582243891,0.5246550608906202,0.32490199072811077,0.7228083365963576,False,0.23284278066427405,-0.29674612843426296,0.0,2.4,fastStorage,1003.csv
16,112,64.64107142857144,6.1208333333333345,0.5730594800004867,0.5512032043836499,0.15675520755504246,0.9251753744594551,False,1.2108318902864297,-0.1783458226710849,0.0,2.2666666666666666,fastStorage,1003.csv
17,110,66.49090909090908,6.496969696969697,0.5729339036046786,0.547236604519874,0.16966247838945983,0.912307476375299,True,1.2111956975179405,-0.08905534886496819,0.0,2.2666666666666666,fastStorage,1003.csv
18,113,57.489675516224196,6.399115044247786,0.6215807780108407,0.5848728799384765,0.2104432890472739,0.8853761450621518,False,1.131162128506483,-0.9434520238538077,0.0,2.1333333333333333,fastStorage,1003.csv
19,110,59.40424242424242,6.372727272727273,0.5189292657091163,0.4951451229362843,0.15530257577327736,0.9104344515621966,False,1.1290274071150106,0.04708326470757345,0.0,2.2,fastStorage,1003.csv
