hour,n,lam,io,sigma,sig_between,sig_within,frac_between,bimodal,gmm_sep,skew,frac90,p95,trace,vm
0,336,0.005668934240362807,38.79350907029478,0.2548975406380651,0.25239058681049537,0.03566157473791377,0.9804264435324801,False,4.551711374368385,-16.779034693943586,0.0,7.0,fastStorage,50.csv
1,336,0.007157029478458045,58.21839569160997,0.08117942914756252,0.0518654961377975,0.062450540647013074,0.4081925623664275,True,0.09387783222918356,0.6329511987307234,0.0,7.0,fastStorage,50.csv
2,336,0.0055555555555555506,88.62335600907029,0.06576390840863196,0.05431630602560224,0.03707601042334603,0.6821583844365146,True,0.1003710039697463,1.4900705019368385,0.0,7.0,fastStorage,50.csv
3,336,0.005158730158730153,133.91234410430837,0.10204653418780796,0.07445278252020802,0.0697873793371127,0.5323108860775781,True,0.11236699845426323,3.411384627390057,0.0,7.066666666666666,fastStorage,50.csv
4,336,0.005555555555555551,160.32593537414965,0.10286138400934224,0.07696293132254516,0.06824347238057688,0.5598329731507596,False,0.36568342374951146,3.3172438632600616,0.0,7.0,fastStorage,50.csv
5,340,0.6892436974789916,365.1034173669468,0.35974577404066144,0.22617910305924888,0.2797499513483931,0.39528792962303116,False,3.5247218517865777,-4.571450546984042,0.0,12.4,fastStorage,50.csv
6,341,0.04208909370199692,19.883158776707162,0.37185686730225875,0.3591596976775074,0.09634231325877123,0.9328752738049977,False,2.963568859948535,-7.654449052117016,0.0,7.0,fastStorage,50.csv
7,346,0.04856867602532342,17.90800990916598,0.5562090992139598,0.5315239952660781,0.1638621509220201,0.913207714685018,False,1.819884931221578,-6.008417180652869,0.0,7.0,fastStorage,50.csv
8,345,0.051787439613526554,17.665797101449275,0.46234413240799727,0.44788294195157297,0.11472997464005497,0.9384223523268442,False,1.6819027084081875,-6.0602135074368455,0.0,7.0,fastStorage,50.csv
9,340,0.040602240896358534,17.361456582633053,0.32040566708573454,0.3078507999036357,0.08881259200893861,0.9231668369471028,False,0.6163987763766294,-7.158190468469022,0.0,7.2,fastStorage,50.csv
10,343,0.045189504373177834,17.02229199372056,0.430626863560038,0.40781987424421956,0.1382839317888545,0.8968804044300477,False,0.9770813533272387,-6.6811054335053495,0.0,7.126666666666665,fastStorage,50.csv
11,338,0.044871794871794865,20.199591434206816,0.26437533596472484,0.24637299162415996,0.09588882763191299,0.868449002827819,False,3.121635321149694,-9.605441217451176,0.0,7.080714285714284,fastStorage,50.csv
12,339,0.03841831717937912,18.148784941705294,0.3503864049386726,0.3346558313215721,0.10380803113591444,0.9122256920442243,False,0.7692922319898985,-8.242215365288146,0.0,7.067142857142857,fastStorage,50.csv
13,337,0.039112618341104986,18.022198671753564,0.43307410155561016,0.41640292596754663,0.11900328013909862,0.924491918093303,False,0.9948132486377421,-8.292195551224838,0.0,7.0,fastStorage,50.csv
14,328,0.03272357723577236,17.34502032520325,0.3031618283729452,0.2906166254699006,0.086308001847538,0.9189499869495504,False,0.48302961445641035,-7.896371807890706,0.0,7.0,fastStorage,50.csv
15,331,0.028801611278952664,18.764494317364406,0.42826900848462457,0.37855771732150445,0.20027081236349775,0.7813235459599889,False,1.8074285456163148,-6.871428390352015,0.0,7.0,fastStorage,50.csv
16,339,0.01651917404129793,16.561682352390317,0.2780297032903775,0.26984882657361164,0.06694868713111753,0.9420168590634235,False,1.9240902121800518,-9.994287021549988,0.0,7.0,fastStorage,50.csv
