vm,n_bins,alpha_mu,r2B,r2C,r2P,aiccB,aiccC,aiccP,alpha_B,alpha_C,c_C,c_P,lam_min,lam_max,lam_gmean
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/774.csv,24,0.0365160215557448,0.8112721517252739,0.8112721517253547,0.736672269623615,-111.06955541779843,-108.44098398923727,-103.07531481603277,0.2500531593556844,0.25005319416169514,1.1558970229930642e-12,0.09021638516404261,0.43022486772486773,9.342696629213483,1.383393249725834
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/1204.csv,24,0.0021439256307865,0.8191648685945712,0.8191648685945588,0.7299965263009621,-222.54151855393735,-219.91294712536427,-212.92114052558432,0.0352173061795307,0.03521730797993065,2.0594823750485405e-10,0.00927294266143944,0.06666666666666667,14.869629629629632,0.40745246036053756
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/178.csv,22,0.0743838803130852,0.9577509574817206,0.9577509574817206,0.9549922791519767,-146.98344231422527,-144.28168792826034,-145.59189043390253,0.3229532877066613,0.3229532875485531,1.343686336189244e-10,0.09187847716371476,0.0026402640264026377,11.653815261044176,0.008765040699060324
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/1037.csv,24,0.0002661410164921,0.9701979701252075,0.9701979701251914,0.7891433768310645,-121.96665823039697,-119.33808680181265,-75.00821302253799,0.028043689066371093,0.028043689815554548,2.5124537222442866e-12,0.0003673781015872793,52.747466422466424,6625.225589225588,171.19538911658236
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/895.csv,24,0.0001734433938325,0.7083898609400676,0.7083898609427073,0.6118834649609788,-102.40670601343484,-99.77813458508066,-95.54539707108779,0.005587600498390866,0.005587593515761887,9.457287743319467e-20,3.9501075030872974e-05,0.8444047619047619,17790.295503382415,4.788075063294295
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/820.csv,24,0.0008662109264761,0.7816622575701604,0.7816622575692702,0.5826187172028995,-91.04406148354185,-88.41549005487256,-75.49309323934493,0.055012142434898575,0.05501218858992278,1.8865532988757098e-13,0.002719848795754779,0.19643192488262912,461.13796296296294,46.50377106399155
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/769.csv,24,0.335575134238405,0.8414131048501412,0.8686307596817281,0.8593986156347502,-146.6220134926428,-148.51241864267627,-149.5109859411735,0.721001627235749,0.6273549081662395,0.6827253323810398,0.9839024618368819,0.019814814814814792,0.5429629629629629,0.026021739667895616
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/734.csv,24,0.1298193888326972,0.8828346888615352,0.882834688861535,0.8430554000721139,-118.58253506968681,-115.95396364111535,-111.56716651552928,0.2554151704950885,0.25541517274442754,8.664285697392883e-12,0.05577307633653811,0.06922320550639134,16.65109837631328,1.155647557672967
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/210.csv,24,0.0018309509862629,0.46307947045780506,0.46307947045778686,0.33713047006789276,-59.010803541493196,-56.38223211292095,-53.9533293932536,0.08229636629962192,0.08229638854759916,1.4401256490021715e-12,0.004106571702484836,0.017676767676767676,415.5926605504587,14.196249293066117
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/1091.csv,24,0.0033273933807357,0.990396731545219,0.990396731545219,0.9699739462685685,-139.16358451600092,-136.5350130874295,-111.80449752600298,0.07912988287858098,0.07912988304565084,5.074488913236678e-13,0.0034597599531197747,27.53901515151515,529.2625368731564,159.61270898689935
