vm,hour,n,mean,std,aic_lognorm,aic_norm,aic_gamma,aic_weibull_min,ksp_lognorm,ksp_norm,ksp_gamma,ksp_weibull_min,best_aic
2013-7/27,21,347,3.229525610676547,0.047660355750807105,-1122.3077679037885,-1123.5534659922587,-1122.7445723748629,-1103.8800405184193,0.08999215107837022,0.11149541536941976,0.09669952183374453,0.505986898354906,norm
2013-7/27,22,342,3.8293507205513784,1.2997549728213955,970.7524548598585,1153.8821794640319,1028.5274993533308,1151.79453998781,2.1930893544591804e-52,1.9811716819837002e-59,2.3798948129573638e-55,1.7892229391916657e-52,lognorm
2013-7/27,23,348,3.5444829296661187,0.9736201530240793,757.6431508043183,972.9743286398884,827.1076316367529,1020.013939061836,8.432969285271737e-46,1.0284989237652938e-51,4.0277782081242254e-48,9.214442349390149e-45,lognorm
2013-8/35,0,360,4.310224867724868,4.721580636669016,1581.172060372054,2143.1791533224864,1738.9234857770243,1766.3833586233914,2.260504737984614e-49,1.4776115407479877e-66,3.0372844052556435e-59,1.7776777971475092e-50,lognorm
2013-8/35,1,360,4.218207671957672,4.539855517394239,1562.2797689666045,2114.920278680095,1718.1245078925951,1748.1513923448285,5.768198441454257e-53,6.363348763498632e-69,3.6185253766662244e-62,4.930359630638804e-53,lognorm
2013-8/35,2,360,5.2171759259259245,5.93973013114051,1753.5935332636313,2308.4336078170336,1893.597964740175,1910.1756405637097,3.977247616854285e-33,9.873450832933106e-43,6.159219072411419e-39,9.709579417381504e-32,lognorm
2013-8/35,3,360,4.387410714285714,4.920112149799641,1598.701309870345,2172.834297849149,1755.935289777357,1781.218592172845,7.730655469123233e-51,7.58626799689561e-67,6.190128888266213e-60,6.652406837204839e-51,lognorm
2013-8/35,4,359,4.28186762170049,4.70167851594617,1572.991180502988,2134.2041224177674,1730.512598199094,1757.2685213725579,2.0134049632222104e-53,4.2548726507347393e-70,3.247474630268179e-61,1.5016651065496529e-52,lognorm
2013-8/35,5,359,4.2485243400981565,4.654246992466522,1566.922554252968,2126.9240033967853,1724.06078841729,1751.2523588404526,9.053683839318033e-52,3.3274540947201706e-69,8.387587330994047e-61,7.021522290286059e-52,lognorm
2013-8/35,6,360,4.266990740740741,4.586461294919081,1572.0843476918467,2122.2740561600076,1726.765160400566,1756.4904547823721,1.2413902348448865e-48,3.6658780516767185e-67,7.733205515739831e-59,2.0451914809924592e-50,lognorm
2013-8/35,7,360,4.343657407407408,4.614226596769389,1587.7582750133367,2126.619617764183,1737.8813200942614,1768.027201852526,1.70260580702109e-39,2.816943583618984e-59,3.695080591008191e-49,2.0835685716003164e-42,lognorm
2013-8/35,8,360,4.490459656084656,4.740622388837246,1613.2278119289447,2146.077015486657,1761.284380298034,1791.4295869026203,5.475799349427194e-35,5.798415960070365e-56,1.0003198383618204e-44,1.3398079180256006e-38,lognorm
2013-8/35,9,359,4.168895078922934,4.309600352852888,1524.607007752818,2071.68470195978,1680.634594883863,1722.957452381418,7.768657578755886e-32,1.5620857374022425e-51,1.9756963627734715e-40,8.851344876429498e-35,lognorm
