vm,n_test,A_lognorm_ctop,A_empirical_p998,A_gauss_meanksd,A_rolling_max
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/155.csv,1594,0.998745294855709,0.9993726474278545,0.998745294855709,0.9993726474278545
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/159.csv,1591,1.0,1.0,1.0,1.0
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/163.csv,1474,1.0,0.9993215739484396,0.9979647218453188,0.9993215739484396
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/164.csv,1594,0.8707653701380176,0.9824341279799247,0.8707653701380176,0.9830614805520702
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/167.csv,1593,0.9968612680477087,0.9968612680477087,0.9962335216572504,0.997489014438167
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/174.csv,1578,0.9892268694550064,0.9980988593155894,0.9860583016476553,0.9980988593155894
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/177.csv,1603,0.9532127261384903,0.990642545227698,0.9532127261384903,0.9931378665003119
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/178.csv,284,0.9964788732394366,0.9788732394366197,0.9788732394366197,0.9859154929577465
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/189.csv,670,1.0,0.9955223880597015,1.0,0.9970149253731343
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/201.csv,645,1.0,0.9922480620155039,1.0,0.9953488372093023
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/210.csv,4257,1.0,1.0,0.9997650927883486,1.0
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/215.csv,648,1.0,0.9861111111111112,0.9907407407407407,0.9876543209876543
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/222.csv,1397,1.0,0.9892627057981389,1.0,0.9935576234788833
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/223.csv,1369,1.0,0.9868517165814463,1.0,0.9897735573411249
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/226.csv,1360,1.0,0.9897058823529412,0.9977941176470588,0.9911764705882353
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/227.csv,1392,1.0,0.9863505747126436,0.9992816091954023,0.9892241379310345
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/24.csv,1391,1.0,0.9992810927390366,0.9992810927390366,0.9992810927390366
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/243.csv,1190,1.0,0.984873949579832,0.9689075630252101,0.9865546218487395
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/25.csv,1592,1.0,1.0,0.9981155778894473,1.0
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/26.csv,1108,0.9990974729241877,0.9972924187725631,0.9927797833935018,0.9972924187725631
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/262.csv,1294,1.0,0.9853168469860897,1.0,0.9922720247295209
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/263.csv,1293,1.0,0.991492652745553,0.9891724671307038,0.9938128383604021
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/265.csv,1262,1.0,0.9944532488114105,0.9992076069730587,0.9944532488114105
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/266.csv,1210,1.0,0.987603305785124,0.9983471074380166,0.9925619834710744
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/267.csv,1220,1.0,0.9950819672131147,0.9967213114754099,0.9967213114754099
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/268.csv,1304,1.0,0.9869631901840491,0.9884969325153374,0.9969325153374233
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/27.csv,1512,0.578042328042328,0.5231481481481481,0.4695767195767196,0.5509259259259259
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/274.csv,1284,1.0,0.9929906542056075,0.9945482866043613,0.9984423676012462
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/276.csv,1220,1.0,0.990983606557377,0.9991803278688525,0.9926229508196721
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/278.csv,1199,1.0,0.9933277731442869,0.9866555462885738,0.9974979149291076
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/28.csv,1603,0.958203368683718,0.9962570180910792,0.958203368683718,0.9975046787273861
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/285.csv,1355,0.9911439114391144,0.9918819188191882,0.9763837638376384,0.9918819188191882
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/288.csv,1195,0.9815899581589959,0.9907949790794979,0.9615062761506277,0.9924686192468619
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/293.csv,1594,1.0,1.0,1.0,1.0
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/295.csv,184,1.0,1.0,1.0,1.0
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/296.csv,1593,0.9943502824858758,0.9968612680477087,0.9943502824858758,0.997489014438167
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/298.csv,1592,1.0,1.0,1.0,1.0
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/301.csv,1591,0.9918290383406663,0.9949717159019484,0.9893148962916405,0.9956002514142049
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/306.csv,1517,1.0,0.8371786420566908,0.8029004614370469,0.8675016479894528
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/311.csv,1227,0.9991850040749797,0.9975550122249389,0.9967400162999185,0.9975550122249389
