vm,n_bins,lam_min,lam_max,alpha_mu,beta_mu,r2_mu,gammaA,deltaA,r2A,alpha_sig,sigma_eps,r2B
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/196.csv,24,5.864391353811148,30.030785123966947,0.05343221761395079,0.5982766816198085,0.2876433292074516,-0.8563456642745845,2.5875796515097953,0.2667644291568255,0.14794440873125653,2.272579795351504,0.0692588774114431
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/43.csv,24,0.12385185185185184,495.9647345579929,0.0010259559352731042,0.7512894078013339,0.184672542797931,-0.011651800143566713,2.3323424681395455,0.0017186944291466277,1.680845973235768e-12,2.3293968725921816,0.0
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/257.csv,24,0.16238361266294224,1.658888888888889,0.019869295635017947,-0.49923155519207235,0.03745114815257289,-0.02207602305554215,0.2588492611858419,0.028655052045550522,0.10783972227377328,0.2053269522433491,0.015349092818633947
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/193.csv,24,5.345911949685535,17.48765432098765,0.09515965141384439,0.5148610903190833,0.46344733682493733,-0.1568857082587733,2.470027376758174,0.01669533053900818,6.857426343799056e-09,2.420138336410284,-8.881784197001252e-16
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/415.csv,24,121.89433611884866,146.07973484848483,0.012273361949600195,-0.04706186840824457,0.0831431461122869,-8.975013288800069,1.3467046046916382,0.10090101509299909,0.04892113888425771,3.3910283532355057e-10,0.09462652396448379
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/220.csv,24,0.30067460317460315,213.79722222222222,-0.0009180598150793224,-0.17981268915018359,0.0035170734485807653,-0.12080673913670381,0.6136128048515503,0.048002931098548474,0.027798922289564394,0.4215165254820725,0.02292537628325264
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/331.csv,24,0.40199735449735446,0.9286507936507936,0.03617379064744235,-0.09239253153618751,0.06419041703880601,-0.12841490801788727,0.3516150633900421,0.1337662851216913,0.22590849509245964,0.04317919868727697,0.15109753520920322
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/324.csv,24,0.5657407407407407,402.9260909935005,0.0015862570768460816,1.759332604215374,0.8152636558057923,-0.3554042151338118,0.49406623127825205,0.4394525794412445,0.04976842444882703,0.12953300515285898,0.8793593566705696
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/66.csv,24,54.5133097762073,256.09308176100626,0.005061305158797031,-0.09689677251659752,0.41041180618477824,-4.428146631101811,2.6069550967655735,0.1972768073662967,0.08527946500301972,1.9669645694674893,0.23571913341382356
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/67.csv,24,36.27232037691401,322.2425844346549,0.0007535820166424518,0.10663331127927282,0.0207673813010536,-0.1286657624894241,2.021883015950261,0.0002364285297009605,0.02305121729479168,1.992630672897608,0.0012440213122186794
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/49.csv,24,0.5432396251673359,477.4152873563218,0.0004376844481999872,1.1182723220366468,0.0790800273662784,0.017350271029119003,2.475336058264368,0.0034371153337610094,4.291939762515775e-12,2.479034129996226,0.0
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/122.csv,24,1.8900432900432902,12.649189095928225,0.01691965025891415,0.4467239685641843,0.6706516591147387,-0.8333593492140493,0.6689031551440136,0.642865490783765,0.11548857082925304,2.3278289781186056e-10,0.6248577939096456
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/141.csv,24,2.5780872794800374,4.4564814814814815,0.021834587370271517,0.42186101116321895,0.28581093693578896,-0.0022123057319227844,0.11672290619535057,8.344769920287654e-06,0.022515187929559848,0.10790893502363394,0.0013023801571487859
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/94.csv,24,2123.5885065586185,5847.689629629629,5.448620603800492e-05,1.0970524568392903,0.1354070532087217,-6.636187399123323,1.3294255386503455,0.037843118093472294,0.0062024556485315895,1.1581479972433057,0.032868858067114815
