vm,n_bins,alpha_mu,r2B,r2C,r2P,aiccB,aiccC,aiccP,alpha_B,alpha_C,c_C,c_P,lam_min,lam_max,lam_gmean
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/189.csv,24,0.0946635676995318,0.4818429199067721,0.5385547387183515,0.5326703731951035,-170.74303007693638,-170.89641872627396,-173.22087628612059,0.257309845779973,2.3247442514445446e-08,0.1794993162907175,0.16793819981663147,0.16099585062240662,2.0859504132231406,0.205634031655719
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/327.csv,24,0.0543661036384542,0.92844504826144,0.9284450482620278,0.6963761135700748,-123.61875417268855,-120.99018274431425,-88.93097794623078,0.26801923197590466,0.2680193574632198,3.125037542108496e-13,0.05834162449476863,0.03382983525163617,25.12557499190152,1.4470553435512672
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/210.csv,24,0.0014922877857759,0.46972017868363836,0.4697201786791141,0.26968438202450606,-95.35445303298472,-92.72588160420852,-87.67272594195929,0.04318070539997873,0.04318094267543805,6.119319734464938e-12,0.0016987799259162027,3.49002849002849,496.40591475095795,126.85347725670033
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/91.csv,24,0.0136187544839678,0.4040669822081252,0.4879206097771458,0.48680311829248213,-140.30859475893973,-141.31958978907682,-143.8958439896257,0.08272778293744816,4.060931905778089e-08,0.02571348396617801,0.025481019342793332,2.487870370370371,13.17031746031746,3.3424225321910694
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/304.csv,24,0.0028539318520029,0.9295381417364557,0.9507267520021663,0.9411771851398731,-118.89658853689645,-124.85258308600261,-123.22959073856246,0.06321780504335714,0.05036479704790415,0.002012419545027298,0.002982866726017218,7.509074074074075,514.2775661375662,9.966644823926053
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/59.csv,24,0.0039293025297824,0.6350081707161367,0.6350081707161367,0.5741088349245158,-84.56825017849545,-81.93967874992401,-80.86483742385235,0.1207074348691097,0.1207074345466269,2.752405476701074e-10,0.009056379444716036,1.4718912666281083,169.30270078180527,49.837759834495024
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/218.csv,24,0.0056491480688233,0.8295681582599334,0.8923954794470154,0.8829030101962919,-125.85933742371411,-134.26771324771593,-134.86732696465006,0.07480618313064019,0.04086414027747333,0.005568340032552702,0.006457436749906357,9.647883597883595,167.70707468457468,21.278262260393465
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/322.csv,24,0.0005445632741122,0.9740657538137034,0.9826633431104514,0.9509796085861155,-185.42615511159877,-192.46337216435072,-170.14602660843894,0.02686151799994527,0.021641421653675413,0.0009372285779369111,0.0015308259882476243,3.161878306878307,342.08542328042324,20.11588190235852
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/209.csv,24,0.0014185123721268,0.5512921862835307,0.551292186277432,0.32643882704146454,-94.07870272148007,-91.45013129258244,-84.32973728420387,0.048051818781681646,0.04805196868552266,1.5683210602172308e-12,0.0019033926730299745,3.658753709198813,506.2808270676692,128.90908656478464
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/rnd/rnd/2013-8/113.csv,24,0.0205243813523015,0.6907861219121166,0.8966872875395779,0.8962789042817556,-152.30498023417968,-175.98695522557,-178.52084442821985,0.10373686207284921,9.136426709950105e-07,0.04607126714306207,0.045179804574027524,2.5725925925925925,8.133732193732193,4.547846882460607
