m,lam,ncont,mu,sig,meancpu,dec
m_337,10000.0,17,3.7194242090298943,0.30537549434499023,43.222463836626645,3
m_342,9600.0,14,0.08111647088055111,1.657091560489878,7.151546180626664,2
m_343,10800.0,17,3.7319948561022227,0.2873253568901339,43.50912633305988,5
m_356,10000.0,16,3.706780690864369,0.33269125032033764,43.04079062106385,3
m_375,9200.0,18,3.730398897700503,0.2846829593223244,43.3980382540461,1
m_378,9200.0,23,3.8330622433645285,0.2438473168162416,47.56081480023617,1
m_380,9200.0,17,3.6523923279565578,0.31214311456902705,40.46650294695481,1
m_403,13200.0,23,3.682717604549319,0.34172368343962156,42.05580423754103,7
m_404,9600.0,24,3.697341709919345,0.3044266380342802,42.269136045709786,2
m_411,9200.0,22,3.837096244009488,0.2776087042893013,48.188891058180396,1
m_427,8800.0,20,3.561132838690956,0.37190585924245384,37.75581850185801,1
m_429,12800.0,32,3.6208948443292357,0.33431831605504175,39.498379015620394,7
m_434,12800.0,32,3.6672996932345616,0.31622142420055666,41.127369439071565,7
m_438,10000.0,20,3.605685233692619,0.32867087156215397,38.84878240377062,3
m_442,12400.0,30,3.7180234047908653,0.2860147088870804,42.871076011846,6
m_443,9600.0,18,3.8218772542864863,0.2989334663658355,47.74744496855346,2
m_450,9200.0,16,3.6721910270187643,0.2927004154098738,41.0525792664745,1
m_452,9200.0,23,3.8164426034204455,0.271494847809274,47.14346357935359,1
m_470,12400.0,29,3.7273508339587345,0.2689309625923625,43.06863489652554,6
m_473,9600.0,16,3.9670205335704924,0.17989389012837387,53.66778716865156,2
m_479,10000.0,18,3.798303346743912,0.23884718043661124,45.90044078190878,3
m_486,9600.0,23,3.8176030932662908,0.24854383658918996,46.91013687760365,2
m_488,9200.0,23,3.8292588375685668,0.26771702812038817,47.645551668715136,1
m_489,9700.0,18,3.3399870594846366,0.4094666590672601,30.637069383794273,3
m_504,10000.0,16,3.861213162012833,0.21528533647912296,48.61158205543385,3
m_507,4400.0,9,1.6661194814563172,0.24790840154912216,5.454269486878182,0
m_515,9600.0,17,3.849704619306349,0.2507603083732118,48.44453360080241,2
m_521,4000.0,10,3.398124318641034,0.4023387825860974,32.370235038514714,0
m_524,12000.0,23,3.6605755729614056,0.29175306897494896,40.57976352006203,6
m_529,9200.0,21,3.643899982685348,0.3099916571767413,40.09137607428628,1
m_537,13200.0,31,3.5671435626421117,0.28795676965794986,36.91113036780281,7
m_544,10800.0,20,3.7187444706795545,0.27114583267197256,42.75179245283019,5
m_545,10800.0,22,3.8972951036557197,0.22840493853486626,50.566543874563145,5
m_548,10800.0,13,3.647854638353726,0.34930614519643155,40.79110251450677,5
m_554,9600.0,21,3.7044243590063846,0.2820019966128746,42.25411280846063,2
m_555,12400.0,30,3.6552617975713244,0.30788035446927386,40.520166898470094,6
m_557,13200.0,33,3.772739811073942,0.288805475112845,45.336945352638956,7
m_558,12400.0,26,3.5529622702514896,0.3725193395940888,37.582862803368,6
m_572,4400.0,9,3.3605114400126057,0.3860985505665866,30.991386818929644,0
m_590,9200.0,17,3.6127825069097446,0.3241202599108632,39.05083618396047,1
m_595,9600.0,22,3.799436388455736,0.2894214410211939,46.52485480854415,2
m_607,10000.0,14,3.887759403936879,0.24152305791016457,50.23249902229175,3
m_609,9200.0,23,3.74319331902449,0.2685925749332968,43.7939286067438,1
m_610,9200.0,19,3.6448144116437544,0.30358982145380004,40.07862137862138,1
m_613,12400.0,28,3.738416572932376,0.25850921514038727,43.45785832602553,6
m_616,9200.0,23,3.7098201527618664,0.2775952643869193,42.43342748612058,1
m_626,9200.0,22,3.786142377946711,0.2559351728609248,45.51970933704957,1
m_629,9600.0,22,3.9123645359665282,0.1926254617724048,50.933774199731644,2
m_644,11800.0,23,3.7984621487603265,0.27417165821284734,46.308982035928146,6
m_647,12400.0,28,3.611689503246521,0.3272265849834096,39.052409696272875,6
m_651,10400.0,17,3.5902618449426926,0.30747049591543013,37.99299789936981,4
m_652,12800.0,30,3.69291381220037,0.2786761562833816,41.72473560517039,7
m_655,11600.0,19,3.6472220273971843,0.33336528565484863,40.490250430128086,5
m_656,8800.0,17,3.800648474667356,0.26086360825104576,46.27586850952559,1
m_661,12400.0,31,3.600244010164239,0.3410184569811387,38.744680851063826,6
m_665,9200.0,22,3.755725090809038,0.2595415900707543,44.21143504104161,1
m_673,9200.0,16,3.6464603759602854,0.3057880112642181,40.15215894560834,1
m_678,3600.0,9,3.3421490859589,0.4379500852415639,31.030457813091186,0
m_685,10000.0,22,3.829950775881085,0.23075131817409042,47.28383496113215,3
m_690,10400.0,14,3.6306646619759078,0.3972121159196502,40.5606075549857,4
m_694,9200.0,23,3.790920290827582,0.2778647315956232,46.04059040590406,1
m_700,9600.0,20,3.5579104356354088,0.3205033960451761,36.932959832874374,2
m_704,11600.0,18,3.8851785751010346,0.2066023827784294,49.703689282585415,5
m_705,10000.0,16,3.358030191027316,0.37829619711614776,30.843506557538703,3
m_713,10000.0,22,3.6578209887451383,0.29630292606153763,40.48797958983417,3
m_718,9200.0,23,3.6930933000915602,0.25896489174265697,41.530233971437255,1
m_722,13200.0,31,3.861797865562158,0.22696072879863824,48.75076297049847,7
m_727,9200.0,23,3.807442859153898,0.24335304182623527,46.37410071942446,1
m_733,13200.0,32,3.5447879821304356,0.3597480335819096,37.02548460100364,7
m_734,11200.0,19,3.616558728716339,0.31374405282446016,39.065081351689614,5
m_744,9600.0,23,3.8151846699349696,0.2969790235731201,47.39436079409226,2
m_750,10000.0,18,3.751722954552919,0.26289490014834366,44.063074641621355,3
m_753,10000.0,15,3.904509987431919,0.20645596751569364,50.66199941251347,3
m_754,9200.0,23,3.830990204326404,0.250050904873637,47.53984446015554,1
m_757,10000.0,18,3.912044090675507,0.20862676559882973,51.077181530191034,3
m_758,10000.0,16,3.524397713569037,0.3520364875433932,36.06554670809866,3
m_762,3600.0,9,3.467203872485777,0.43634340445659764,35.31009916241456,0
m_776,11200.0,21,3.450074564449074,0.41252939118935517,34.250170615189624,5
m_778,10400.0,23,3.817169584077202,0.24360055181339663,46.816055812125384,4
m_780,11600.0,13,3.443926711186204,0.3584923812342722,33.37695781685404,5
m_786,13200.0,32,3.7035010170005487,0.32051946705179607,42.66292803970223,7
m_789,13200.0,30,3.595774063030812,0.33507139470207353,38.507708926642444,7
m_792,10000.0,17,3.657909758664875,0.29447220960755305,40.4781186880831,3
m_794,4400.0,9,3.478192201243927,0.38530771790982926,34.825192802056556,0
m_795,9200.0,14,3.80378253198145,0.26935982351283155,46.46534847298356,1
m_807,10200.0,16,3.7006880447197603,0.29015830620055977,42.188712179984485,4
m_808,10400.0,21,3.8727288719801116,0.21345737559009512,49.1631254283756,4
m_831,9200.0,23,3.7435165651361566,0.2553310711553695,43.622735915140595,1
m_835,11200.0,18,3.6530422797716295,0.3171019450221148,40.567850902737334,5
m_837,13200.0,32,3.824779690198476,0.24995286267114586,47.25294174851697,7
m_841,9200.0,18,3.8377659464032847,0.22598991795520842,47.61334103378574,1
m_849,12800.0,30,3.743762826434547,0.30187322203077943,44.188096409247414,7
m_851,9600.0,17,3.961604196349826,0.1972633869355879,53.53326211517918,2
m_860,4000.0,9,3.4766355612455215,0.3883944280357952,34.875290923196275,0
m_872,12400.0,27,3.8977435904261974,0.2691478607358829,51.036378499897815,6
m_878,9200.0,22,3.7203710061139668,0.28374964235784617,42.96892049883086,1
m_889,9200.0,18,3.4741938344796175,0.414906894727629,35.17464067729868,1
m_895,10000.0,20,3.809649778646331,0.27404807723463137,46.863691989080294,3
m_918,4000.0,9,3.2744928920114664,0.4524231133527986,29.134322530261617,0
m_942,9200.0,16,3.6752516937729838,0.33699506741804935,41.800316018171046,1
m_959,10000.0,17,3.78241712451034,0.27658866061490445,45.6359776104999,3
m_961,9200.0,23,3.785691825768839,0.2664623560061464,45.62526437223611,1
m_962,12400.0,30,3.6253056808325335,0.3267743667770788,39.57454151055019,6
m_969,11600.0,22,3.7652446402556836,0.2588731705522406,44.63207267700207,5
m_972,13200.0,22,3.7012924743264066,0.3324426022757833,42.837367849026776,7
m_977,10800.0,16,3.6101948053098707,0.42526654576938044,39.91620111731844,5
m_980,9200.0,16,3.510317896978461,0.34248067346089195,35.435412355897135,1
m_981,9200.0,23,3.7253790052067544,0.2794062959462608,43.11707695289785,1
m_988,10800.0,17,3.6300082100372246,0.31460470775920996,39.624385542168675,5
m_994,10400.0,21,3.7784748121143106,0.2647651484665933,45.277836896585086,4
m_1005,11200.0,19,3.783849824324721,0.2572619023749786,45.438264956428085,5
m_1006,9600.0,21,3.948022126742334,0.18880350250643924,52.74211557296768,2
m_1023,11600.0,22,3.800441905050379,0.24301999248387746,46.03172400118965,5
m_1038,9600.0,21,3.5688923597578452,0.3219073949756076,37.37524159257828,2
m_1044,12800.0,28,3.718877875919327,0.31357653651605966,43.32768639810893,7
m_1050,9200.0,17,3.7347292323964076,0.28641053013781304,43.60693423779913,1
m_1051,13200.0,33,3.6012131410751924,0.3475392601615739,38.92327166504381,7
m_1052,9200.0,22,3.77203161911781,0.28702903739154295,45.308133971291866,1
m_1058,13200.0,33,3.672909798306977,0.3411233778099106,41.6489382618954,7
m_1078,10100.0,26,3.7657076645149616,0.29190207464569645,45.070269741985925,4
m_1088,13200.0,32,3.4792153640695527,0.36108301172282753,34.628232549095856,7
m_1089,9200.0,23,3.7663151185830417,0.2664452746469506,44.74666927899686,1
m_1093,13600.0,33,3.8205749372543503,0.25089231609183943,47.052600414487316,8
m_1094,10000.0,17,3.5778559966349017,0.3430341119557816,37.953835576073075,3
m_1102,13200.0,25,3.7631931795118456,0.2835631907664871,44.81293790190997,7
m_1104,9200.0,21,3.6921474679230766,0.3333953131011213,42.41983308787432,1
m_1114,4400.0,8,3.3621119406480053,0.44291288604769874,31.734359868293627,0
m_1116,12800.0,30,3.6710809884307634,0.30641487587937116,41.1441072957291,7
m_1122,13600.0,34,3.630228681883077,0.3467649897516279,40.06716417910448,8
m_1130,12400.0,30,3.69374632950784,0.3037487454315622,42.09086375423898,6
m_1135,11200.0,18,3.669738185409784,0.294596734600484,40.9517578125,5
m_1137,9200.0,23,3.875727153837787,0.2135342797982279,49.30092367525523,1
m_1138,9600.0,19,3.8217513783296178,0.25663519371618,47.16925373134328,2
m_1139,11200.0,22,3.850235389034435,0.32168609509847723,49.41466019417476,5
m_1148,3600.0,9,3.5155178307835735,0.3699983794054487,35.93543275896217,0
m_1159,12500.0,30,3.5997748230121216,0.3247034051276975,38.56965368812366,7
m_1165,10000.0,17,3.4456006845921046,0.3684052863652811,33.55919907138711,3
m_1176,11600.0,9,3.7734023660415414,0.2884726400929269,45.356746582128,5
m_1199,11200.0,25,3.5906016755775054,0.34245066642054006,38.410085352693024,5
m_1201,13200.0,31,3.7596190789523956,0.27711052189399643,44.576658595641646,7
m_1205,10800.0,13,3.6893134364649978,0.3006939079632282,41.851115896632734,5
m_1218,13600.0,32,3.776079606156057,0.28200933144528795,45.361876033862025,8
m_1220,10400.0,19,3.6468129496822015,0.2773295731481602,39.86432682328522,4
m_1221,3600.0,8,3.400894512493349,0.38761309810812716,32.3033480854339,0
m_1223,3600.0,9,3.3737592228336273,0.42963556797476,31.84354628422425,0
m_1232,11600.0,29,3.533996255349898,0.35887669390813093,36.528587443946186,5
m_1240,9200.0,14,3.6631045267720026,0.2986717026358317,40.75646487664718,1
m_1259,9200.0,18,3.6421349292214207,0.3265686839870263,40.23606557377049,1
m_1261,9600.0,15,3.8001758683543994,0.24211102131618517,46.00048053820279,2
m_1269,9200.0,20,3.8348287017282088,0.2381147283175957,47.58901908901909,1
m_1277,10800.0,18,3.8242659114090833,0.2766248919722969,47.58419855631366,5
m_1279,9600.0,23,3.8369137543083904,0.2516981344601019,47.82571538313808,2
m_1281,9600.0,23,3.8302977391424666,0.2923661447849608,48.01540740740741,2
m_1289,11600.0,18,3.6352081943140657,0.3600685290542149,40.44926236044657,5
m_1290,10400.0,21,3.8993209231413553,0.20424710480502106,50.36451612903226,4
m_1293,10000.0,20,3.9342649844786313,0.20840261881349817,52.21558724499901,3
m_1300,9200.0,15,3.6310086000026742,0.34221986232295454,40.06913214990138,1
m_1309,9200.0,23,3.8287841963991465,0.24463103848970796,47.38558207501218,1
m_1311,13600.0,34,3.7347885086688035,0.27073886306841716,43.40257000383583,8
m_1316,13200.0,31,3.6692514056808823,0.33082255244453806,41.40749324063345,7
m_1322,9600.0,21,3.839044175602181,0.23676167188125152,47.79603399433428,2
m_1328,9200.0,21,3.7788759177140676,0.26455331750168865,45.31856171039845,1
m_1332,12400.0,30,3.7325749427240855,0.28768174307057076,43.5103639316076,6
m_1333,9200.0,23,3.872846064477919,0.23977976335380644,49.46575474424429,1
m_1337,13600.0,33,3.693747314052365,0.3525459745055934,42.80341798739737,8
m_1341,9600.0,23,3.696317239313218,0.2938881728332953,42.0551463644948,2
m_1343,9200.0,13,3.584872898706607,0.33395903384465886,38.10877496159754,1
m_1344,9200.0,14,3.51297139808942,0.3625223916547865,35.79389758041007,1
m_1346,5200.0,10,3.3812105579460976,0.41504533609770844,31.938053940722387,1
m_1348,10800.0,20,3.5787494945702183,0.34063785032176563,37.96578177046533,5
m_1362,5600.0,7,3.378252561942125,0.4399487774241318,32.29501317458769,1
m_1374,12800.0,22,3.6315734100072485,0.3247988271616847,39.848414314809425,7
m_1382,9600.0,21,3.7382999585863748,0.2806345970437394,43.69884596086302,2
m_1384,12000.0,23,3.7156507630185613,0.3315220593363186,43.44448672818952,6
m_1386,10400.0,23,3.884898120635382,0.2374773062697487,50.036620559259624,4
m_1390,12800.0,26,3.4977830568819877,0.37803294978587354,35.44051168606329,7
m_1400,9600.0,24,3.8254450235737947,0.2400023554830142,47.16755057945394,2
m_1408,4000.0,10,3.32943338380158,0.4074700588869544,30.252085991950526,0
m_1414,13600.0,28,3.7037995904400947,0.282927932905239,42.249452300338575,8
m_1415,10000.0,20,3.7728946068834817,0.2495716499069172,44.870517542159334,3
m_1419,10000.0,16,3.6183565262570982,0.3184571067761903,39.177954456223006,3
m_1421,9200.0,17,3.905408548299701,0.24774774311473297,51.180514921006434,1
m_1423,4400.0,9,1.5783790528157189,0.2099177176200977,4.951245110199409,0
m_1443,12000.0,23,3.65399427583553,0.3209170773617154,40.63824390243902,6
m_1461,10400.0,14,3.6093051781512306,0.3471209446666858,39.19988048999104,4
m_1464,9200.0,18,3.6210972295006263,0.3261031020785214,39.451118273268875,1
m_1467,4000.0,9,3.3535845293414814,0.3923901254126424,30.871679197994986,0
m_1476,10000.0,16,3.5729138322088203,0.3722735770569753,38.25587415372362,3
m_1482,9200.0,19,3.702185179151298,0.29530457094518264,42.29971428571429,1
m_1488,13200.0,32,3.7516235898537795,0.2949714831129194,44.49287776708373,7
m_1501,11200.0,22,3.5677232209244973,0.3229712983181795,37.29275444570564,5
m_1502,12500.0,29,3.609826195255866,0.3156091778741031,38.83211462450593,7
m_1504,13200.0,31,3.7086758181681057,0.2861128752395562,42.474695643424894,7
m_1509,8000.0,16,3.526405981116351,0.3713463385889176,36.557507680491554,1
m_1513,10000.0,17,3.700835100645023,0.3319009929966537,42.70863095238095,3
m_1519,10000.0,20,3.5777856595453743,0.3159565809341802,37.63291388124263,3
m_1520,13200.0,31,3.633728551783589,0.31206807236820683,39.73655589123867,7
m_1546,9200.0,16,3.6293695185404244,0.31397234981370337,39.58334135772749,1
m_1574,9200.0,18,3.7061308998113516,0.2918560719526288,42.43643373493976,1
m_1589,10000.0,16,3.5781144377798197,0.30181387056005365,37.482881105081404,3
m_1596,12800.0,24,3.6741338053776675,0.2931163438191859,41.12193922706264,7
m_1599,9600.0,20,3.7241666925719104,0.3032663712000839,43.39719358533792,2
m_1600,9600.0,20,3.8424922833759245,0.23918067481902835,47.960912679310674,2
m_1616,9200.0,23,3.739657328397954,0.2787291766845543,43.73310944290794,1
m_1622,10000.0,20,3.9011043370235305,0.21149561729631255,50.53354474284016,3
m_1629,13600.0,31,3.704465465276726,0.2939405147943478,42.389703739679454,8
m_1637,9200.0,15,3.734557922048681,0.26066118734628413,43.29873367235018,1
m_1646,11600.0,23,3.6542204170258317,0.33472417328318926,40.93180061823802,5
m_1661,13600.0,31,3.61591398063503,0.31304234920780366,39.04146219328994,8
m_1663,9600.0,24,3.7541464602880366,0.2639533465751889,44.19214518916843,2
m_1706,9600.0,13,0.808226071078595,2.11752890225361,16.102534562211982,2
m_1708,13200.0,27,3.6980974057514557,0.2934830575002585,42.117103085758785,7
m_1724,9600.0,24,3.799445625637066,0.29744902279337554,46.710830395613,2
m_1728,13200.0,28,3.7012220782479814,0.3446002598932653,42.97789783889981,7
m_1739,10000.0,15,3.538018205057599,0.3441854518155911,36.479834440273365,3
m_1746,9200.0,23,3.761836775704344,0.2682286922261768,44.56424312367763,1
m_1758,9200.0,20,3.8088817430555686,0.2659104482021199,46.69443355546844,1
m_1764,10000.0,18,3.5577957041738038,0.3737300394614655,37.66102189781022,3
m_1767,13200.0,32,3.6543641358082444,0.3170549753061769,40.60156024270442,7
m_1773,12800.0,31,3.6810400934773577,0.3080862889484164,41.571696520678984,7
m_1775,11600.0,29,3.6032660169996533,0.37322209484824137,39.40933486678168,5
m_1776,3600.0,8,3.3857878999956927,0.41893951981434735,32.15109439784013,0
m_1786,12000.0,16,3.5158211148675096,0.43847992820148884,37.09347496206373,6
m_1788,13200.0,31,3.698985253456077,0.315225461280017,42.37003175825233,7
m_1798,4000.0,8,1.4027455323838482,0.2153403886110482,4.160749313456257,0
m_1805,9600.0,24,3.8045851218319044,0.24694816429313987,46.28659585230147,2
m_1808,9600.0,14,0.2153698714682651,1.804857025234807,9.710628548660225,2
m_1814,12000.0,29,3.607317889853589,0.4139358270598139,40.2170981924768,6
m_1821,9200.0,17,3.6679161942710783,0.3623091425505722,41.90147159146282,1
m_1844,9200.0,22,3.7666312398889965,0.27533852039506734,44.85122199592668,1
m_1851,10400.0,18,3.569694253416755,0.35971753446190846,37.844778743772586,4
m_1852,4000.0,9,3.3753993264802276,0.4105435905876674,31.699025341130604,0
m_1860,9200.0,14,3.6416962690892825,0.3253412921209069,40.1841429699842,1
m_1862,9600.0,23,3.84995382605892,0.22850554892715214,48.21178471388556,2
m_1864,10400.0,17,3.7493373134671146,0.2778584896023191,44.15841488227885,4
m_1871,4400.0,11,3.446701554524117,0.3774585814128788,33.66281502141648,0
m_1879,9200.0,14,3.574930346498206,0.3303411559333456,37.65959096636619,1
m_1885,4400.0,10,3.452265986140777,0.42060223847241457,34.307707241312364,0
m_1891,10000.0,18,3.6905189539214023,0.29633746231188096,41.84669260700389,3
m_1897,11200.0,21,3.690109294188982,0.43055889986051166,43.905119194605376,5
m_1900,9600.0,24,3.7080752340204666,0.29954877848444467,42.61844698462751,2
m_1903,10400.0,24,3.8144304506803732,0.24990076343482864,46.77948914187315,4
m_1908,9200.0,17,3.5865553343438425,0.3155642214622537,37.94564570521722,1
m_1910,9200.0,23,3.8248838515432446,0.24180497565589235,47.16068326577881,1
m_1917,9200.0,18,3.6225960389280103,0.30641202041775184,39.221278672523184,1
m_1918,9600.0,12,3.857698202243474,0.24982924452315824,48.814842649131045,2
